exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
beha,20.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,3.0,7.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,8.0,3.0,1.0,2.0,3.0,14.0,3.0,3.0,12.0
bloes,1.0,20.0,3.0,7.0,19.0,2.0,3.0,5.0,1.0,3.0,15.0,3.0,3.0,2.0,14.0,2.0,2.0,10.0,4.0,6.0,5.0,4.0,4.0,13.0,15.0,14.0,3.0,4.0,2.0
broek,1.0,3.0,20.0,2.0,2.0,3.0,4.0,19.0,16.0,5.0,16.0,4.0,4.0,2.0,13.0,8.0,12.0,16.0,4.0,17.0,4.0,2.0,1.0,6.0,3.0,4.0,4.0,5.0,2.0
das,8.0,7.0,2.0,20.0,7.0,4.0,5.0,4.0,5.0,6.0,5.0,1.0,4.0,1.0,2.0,13.0,2.0,5.0,1.0,2.0,17.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0
hemd,2.0,19.0,2.0,7.0,20.0,1.0,14.0,3.0,3.0,4.0,2.0,2.0,8.0,4.0,12.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,15.0,5.0,10.0,12.0,4.0,3.0
hoed,1.0,2.0,3.0,4.0,1.0,20.0,7.0,2.0,4.0,3.0,3.0,4.0,2.0,18.0,5.0,2.0,6.0,5.0,7.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,9.0,2.0
jas,2.0,3.0,4.0,5.0,14.0,7.0,20.0,5.0,13.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,12.0,5.0,5.0,3.0,10.0,1.0,3.0,6.0,3.0,4.0,13.0,4.0,5.0
jeans,2.0,5.0,19.0,4.0,3.0,2.0,5.0,20.0,13.0,12.0,1.0,3.0,2.0,2.0,10.0,10.0,12.0,18.0,2.0,3.0,4.0,10.0,5.0,16.0,4.0,4.0,4.0,3.0,3.0
jogging,3.0,1.0,16.0,5.0,3.0,4.0,13.0,13.0,20.0,4.0,14.0,6.0,2.0,3.0,12.0,3.0,6.0,12.0,4.0,4.0,3.0,3.0,6.0,12.0,13.0,13.0,14.0,2.0,7.0
kleed,7.0,3.0,5.0,6.0,4.0,3.0,1.0,12.0,4.0,20.0,16.0,2.0,4.0,2.0,2.0,3.0,17.0,4.0,4.0,4.0,5.0,6.0,2.0,3.0,3.0,18.0,2.0,4.0,5.0
kostuum,3.0,15.0,16.0,5.0,2.0,3.0,1.0,1.0,14.0,16.0,20.0,4.0,4.0,6.0,12.0,6.0,4.0,15.0,5.0,2.0,7.0,3.0,4.0,12.0,6.0,2.0,12.0,3.0,2.0
laarzen,4.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,4.0,20.0,3.0,4.0,4.0,2.0,2.0,2.0,18.0,3.0,1.0,3.0,5.0,6.0,2.0,4.0,1.0,2.0,5.0
muts,1.0,3.0,4.0,4.0,8.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,20.0,18.0,3.0,5.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0
pet,2.0,2.0,2.0,1.0,4.0,18.0,5.0,2.0,3.0,2.0,6.0,4.0,18.0,20.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0
pyjama,2.0,14.0,13.0,2.0,12.0,5.0,5.0,10.0,12.0,2.0,12.0,4.0,3.0,3.0,20.0,2.0,1.0,10.0,1.0,15.0,2.0,2.0,4.0,13.0,5.0,13.0,13.0,4.0,3.0
riem,3.0,2.0,8.0,13.0,3.0,2.0,3.0,10.0,3.0,3.0,6.0,2.0,5.0,5.0,2.0,20.0,3.0,3.0,5.0,2.0,13.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,6.0
rok,2.0,2.0,12.0,2.0,3.0,6.0,12.0,12.0,6.0,17.0,4.0,2.0,2.0,2.0,1.0,3.0,20.0,2.0,2.0,2.0,7.0,3.0,4.0,1.0,7.0,3.0,8.0,2.0,4.0
