exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
bat,3,2,3,3,3,4,3,2,2,3,2,2,2,3,2,4,2,4,2,2,3,2,3,3,2,3,3,2,2.642857143,0.678466993,28
beaver,4,2,3,2,2,3,3,2,2,3,4,3,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,3,2.571428571,0.634126487,28
bison,3,2,3,3,3,3,3,2,2,2,2,2,2,2,4,4,2,3,3,2,3,2,3,3,2,3,2,2,2.571428571,0.634126487,28
cat,5,5,4,4,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,5,4,5,3,5,2,5,5,3,4.357142857,0.780042056,28
cow,4,4,3,4,5,4,4,4,4,4,4,4,4,3,5,4,3,5,3,2,4,3,3,5,2,5,4,3,3.785714286,0.832539304,28
deer,5,2,3,3,3,4,3,3,3,3,4,3,2,2,4,4,3,3,3,3,4,3,3,4,3,4,3,3,3.214285714,0.686221153,28
dog,5,5,3,5,4,4,4,5,4,4,5,4,5,4,5,5,5,5,5,4,4,4,4,5,3,5,3,3,4.321428571,0.722832465,28
donkey,3,4,3,4,3,4,3,2,2,2,4,5,3,2,4,4,3,3,3,2,3,2,3,4,4,5,2,3,3.178571429,0.904866326,28
dromedary,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,3,3,2,3,2,2,2.464285714,0.5078745,28
elephant,5,3,3,4,2,4,3,2,2,2,4,2,2,2,4,3,2,3,3,2,3,4,3,4,2,4,2,3,2.928571429,0.899735411,28
fox,3,3,3,3,3,4,3,2,2,3,3,3,2,2,3,4,3,3,3,2,3,2,3,4,2,4,3,3,2.892857143,0.628890011,28
giraffe,5,2,3,3,2,4,4,2,3,3,4,3,2,2,4,3,3,2,3,2,3,3,3,3,2,5,2,3,2.964285714,0.881166855,28
hamster,3,4,3,3,3,4,3,3,2,3,3,3,3,3,4,4,4,4,5,2,4,2,3,5,2,4,2,3,3.25,0.844371342,28
hedgehog,3,3,3,3,3,4,3,3,2,3,3,3,3,2,3,4,2,3,2,2,3,2,3,4,2,3,3,3,2.857142857,0.59093684,28
hippopotamus,5,2,3,3,3,4,3,2,2,2,3,2,2,2,3,3,2,3,3,2,3,3,3,3,2,3,2,2,2.678571429,0.722832465,28
horse,5,5,3,4,4,4,4,4,3,3,4,3,4,3,5,4,4,5,4,3,4,3,3,5,2,5,3,3,3.785714286,0.832539304,28
kangaroo,4,2,3,3,3,4,3,2,2,3,2,2,2,2,3,3,3,2,3,2,3,3,3,3,2,4,2,2,2.678571429,0.669636243,28
lion,5,3,3,3,3,4,3,3,2,3,4,3,2,2,5,4,3,3,3,3,3,2,3,4,2,5,2,3,3.142857143,0.890870806,28
llama,2,2,3,3,2,3,4,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,3,2,3,2,3,2.428571429,0.572749795,28
monkey,5,4,3,4,3,4,3,2,2,3,3,3,2,2,5,4,2,5,3,2,4,3,3,4,3,5,2,4,3.285714286,1.013141168,28
mouse,5,4,3,4,3,4,3,4,3,4,5,3,2,3,5,4,3,3,4,2,4,5,3,4,3,5,3,3,3.607142857,0.875141712,28
pig,5,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,2,3,4,3,4,5,5,3,3,3.607142857,0.737326789,28
polar bear,3,2,3,3,3,4,3,2,2,2,3,2,2,2,4,4,2,3,3,2,3,2,3,4,2,4,2,2,2.714285714,0.76289618,28
rabbit,4,4,3,4,3,4,3,4,3,3,4,3,4,4,5,4,3,5,3,3,4,3,3,5,3,5,4,3,3.678571429,0.722832465,28
rhinoceros,3,2,3,3,3,4,3,3,2,3,4,3,2,2,3,4,2,3,3,2,3,2,3,4,2,3,2,2,2.785714286,0.686221153,28
sheep,5,4,3,4,3,4,3,4,4,3,4,3,4,3,5,4,4,4,3,3,4,4,3,4,4,5,3,3,3.714285714,0.658682347,28
squirrel,3,4,3,3,3,4,3,2,2,3,4,2,3,3,4,4,3,4,2,2,3,3,3,4,2,3,3,3,3.035714286,0.692934867,28
tiger,5,2,3,3,2,4,3,3,2,3,4,3,2,2,5,3,3,2,3,2,3,4,3,4,2,4,2,3,3.0,0.902670934,28
wolf,5,5,3,3,3,4,3,2,2,2,4,2,2,2,4,3,3,2,3,2,3,3,3,4,2,4,2,2,2.928571429,0.939998874,28
zebra,5,2,3,3,3,4,4,2,2,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,5,2,3,2.821428571,0.862965234,28
