feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
I never use it,-3,-3,-3,0,-3,0,-3,-3,-3,-3,-3,-3,-2.5,1.1677484162422844
baked in an oven,-3,-3,-3,1,-3,2,3,-2,-3,0,-3,-3,-1.4166666666666667,2.274696116900546
belongs to knife and fork,-3,3,1,0,-1,1,3,-1,1,0,1,-3,0.16666666666666666,1.9462473604038073
boils water,-3,-1,-1,0,-3,2,3,0,2,0,-2,-3,-0.5,2.0670576365276494
bought in a store,-3,-2,-1,0,0,0,-3,1,2,0,1,1,-0.3333333333333333,1.6143297699232975
can be bought everywhere,-3,2,-1,0,0,0,-3,0,-2,1,-3,-1,-0.8333333333333334,1.6422453217986943
can be brought to the beach,-3,-3,-2,0,-2,0,-3,-1,-3,0,-3,-3,-1.9166666666666667,1.3113721705515067
can be coloured,-3,-2,-2,0,-1,0,-3,0,-3,0,-2,1,-1.25,1.4222261679238197
can be decorated,-3,-3,-2,0,-2,0,-3,-2,-2,1,-3,-1,-1.6666666666666667,1.3706888336846839
can be digital,-3,-3,-2,0,-1,0,-3,-1,0,0,-3,-3,-1.5833333333333333,1.378954368902449
can be dishwashed,-3,0,1,0,0,1,2,0,-1,1,2,1,0.3333333333333333,1.3706888336846839
can be hanged on the nose,-3,-3,-3,0,-3,0,-3,-3,-2,-3,-3,-3,-2.4166666666666665,1.164500152881315
can be held,-2,-3,1,0,0,0,-3,1,-2,1,2,1,-0.3333333333333333,1.7232808737106584
can be made of different materials,-1,-2,0,0,1,0,-3,2,1,1,2,1,0.16666666666666666,1.5275252316519465
can be made of different tissues,-3,-3,0,0,-1,0,-3,-1,1,1,-3,1,-0.9166666666666666,1.6764862244009227
can be opened,-3,-3,-3,0,-1,0,-3,-2,-1,0,-3,-3,-1.8333333333333333,1.3371158468430429
can be printed with a design,-3,-2,-2,0,-3,0,-3,-2,-3,0,-3,-3,-2.0,1.2792042981336627
can be something at a door,-3,-2,-3,0,-3,-2,-3,-1,-3,-3,-3,-3,-2.4166666666666665,0.996204919895622
can be used as a heater,-3,-3,-3,0,-3,0,-2,-1,-1,0,-3,-3,-1.8333333333333333,1.3371158468430429
can be used as weapon,-3,-2,0,1,0,0,-3,0,-3,-3,-3,-3,-1.5833333333333333,1.6213537179739275
can be used for stirring,-2,2,0,0,1,2,2,0,1,0,-2,-3,0.08333333333333333,1.6764862244009227
can be used several times,-3,1,0,0,1,0,-3,2,0,2,2,1,0.25,1.712255291076124
can be used to beat egg white,-2,1,0,0,1,2,3,0,-3,0,-3,-3,-0.3333333333333333,2.015094553763188
can be used to cut nails,-3,-3,-3,0,-2,-2,-3,-3,-3,0,-3,-3,-2.3333333333333335,1.1547005383792517
can be used to hit somebody,-3,-3,-2,1,1,0,-2,-1,-3,-3,-3,-3,-1.75,1.6025547785276542
can be used to make milkshake with,-3,0,0,0,0,2,3,-1,1,0,-3,-3,-0.3333333333333333,1.9227505550564008
can be used to prick with,-3,1,1,1,0,0,0,-1,-1,0,-3,-3,-0.6666666666666666,1.556997888323046
can be used to put something in,-3,-2,-2,0,-1,0,-3,1,-1,0,1,-3,-1.0833333333333333,1.5050420310248864
can be written on,-3,-3,-3,0,-3,0,-3,-2,-3,0,-3,-3,-2.1666666666666665,1.3371158468430429
can be written on with chalk,-3,-3,-3,0,-3,0,-3,-3,-3,0,-3,-3,-2.25,1.3568010505999362
can become dirty,-3,0,0,0,-1,0,-3,2,1,1,1,1,-0.08333333333333333,1.5642792899510294
can break (stuk gaan),-3,-2,0,1,0,0,-3,1,-2,1,-3,1,-0.75,1.712255291076124
can burn something (in cooking),-3,1,0,0,-1,1,3,-1,-1,0,-3,-3,-0.5833333333333334,1.8319554050414564
can burn you,-3,1,0,0,-2,0,1,0,0,0,-3,-3,-0.75,1.5447859516333116
can cut you,-3,2,0,1,1,0,2,0,-1,0,-2,-3,-0.25,1.712255291076124
can defrost food,-3,-2,-1,0,-2,2,3,-1,1,0,-3,-3,-0.75,2.0056737702645644
can get rusty,-3,-2,1,1,-1,0,-3,-2,-2,0,-2,1,-1.0,1.5374122295716148
can go in dishwasher,-3,0,1,0,0,2,3,1,-2,1,2,1,0.5,1.6787441193290353
can grill two sandwiches at once,-3,1,0,0,-2,2,3,-1,1,0,-3,-3,-0.4166666666666667,2.0207259421636903
can hold water,-3,0,-2,0,-2,0,-2,2,1,0,1,1,-0.3333333333333333,1.5569978883230462
can hurt you,-2,1,1,1,0,0,-2,0,0,0,-3,-3,-0.5833333333333334,1.5050420310248867
closes with cork,-3,-1,0,0,-2,2,1,-2,-2,0,-3,-3,-1.0833333333333333,1.6764862244009227
comes in different patterns,-3,-3,-2,0,-2,0,-3,-1,-3,1,-3,1,-1.5,1.6236882817719773
comes in very handy,3,0,1,1,2,0,-3,-1,-1,1,3,2,0.6666666666666666,1.775250729197189
consists of different parts,-3,-3,-3,-3,-3,0,-3,-2,-1,0,2,2,-1.4166666666666667,1.97522534195852
consists of two parts,-3,-3,-3,-3,-3,0,-3,-2,-2,0,-3,-3,-2.3333333333333335,1.1547005383792517
contains a beverage,-3,1,-3,-3,-3,1,2,-2,0,0,-3,-3,-1.3333333333333333,1.9694638556693236
contains different curved bars,-3,-3,-3,-3,-2,0,-3,-2,-3,0,-3,-3,-2.3333333333333335,1.1547005383792517
contains rice,-3,-1,1,-3,-3,1,2,-2,-3,0,-3,-3,-1.4166666666666667,1.9286515936521478
does not melt in high temperature,-3,1,0,0,0,0,-3,-2,-1,1,2,-3,-0.6666666666666666,1.7232808737106584
does not produce sound,-3,-3,0,0,0,0,-3,-1,-3,-1,1,-3,-1.3333333333333333,1.556997888323046
especially used by women,-2,1,0,1,-1,0,0,-1,2,1,-3,1,-0.08333333333333333,1.4433756729740643
especially used for vegetables,-3,1,0,0,-2,1,2,-1,1,0,-3,-3,-0.5833333333333334,1.781640374554423
everybody has it,-2,1,1,0,2,0,-3,2,2,1,-2,1,0.25,1.712255291076124
exists in different brands,-3,-3,1,-3,0,0,-3,1,-2,1,-2,1,-1.0,1.8090680674665818
exists in different colors,-2,-3,-1,-3,-2,0,-3,1,-1,1,-1,1,-1.0833333333333333,1.5642792899510294
exists in different forms,-2,-3,0,-3,0,0,-3,1,-1,1,2,1,-0.5833333333333334,1.781640374554423
exists in different kinds,-3,-3,0,-3,2,0,-3,1,1,1,2,1,-0.3333333333333333,2.059714602177749
exists in different sizes (groottes),-3,-3,1,-3,-2,0,-3,1,-2,1,2,1,-0.8333333333333334,1.9924098397912438
exists in different types,-2,-3,0,-3,0,0,-3,1,2,1,2,1,-0.3333333333333333,1.9227505550564006
gets warm,-3,-3,-1,0,-1,0,-1,0,-1,0,-3,-3,-1.3333333333333333,1.3026778945578592
has a blade,-3,0,0,0,2,2,2,-1,-2,0,-3,-3,-0.5,1.9306145983268455
has a cap (dop),-3,-3,-2,0,-2,0,-3,-2,1,0,-3,-3,-1.6666666666666667,1.497472618255253
has a clock,-3,-3,-1,0,-2,0,-2,-2,-2,0,-3,-3,-1.75,1.2154310870109943
has a cooker hood,-3,2,0,0,-3,2,3,-1,-1,0,-2,-3,-0.5,2.0670576365276494
has a dark color,-3,-3,-2,0,-1,0,-3,-1,-3,0,-3,-3,-1.8333333333333333,1.3371158468430429
has a filter,-3,-3,-2,0,-2,0,0,-1,1,0,-3,-3,-1.3333333333333333,1.497472618255253
has a freezing compartment,-3,2,-1,0,-3,2,3,-2,1,0,-3,-3,-0.5833333333333334,2.2343733444579583
has a griddle,-3,2,0,0,-2,2,3,0,1,0,-3,-3,-0.25,2.0943647333651407
has a grillfunction,-3,1,-1,0,-2,2,3,-2,1,0,-3,-3,-0.5833333333333334,2.0652243256245835
has a grip,-3,-3,0,0,1,0,-2,0,-2,0,-2,-3,-1.1666666666666667,1.4668044012461754
has a handle,-3,-3,1,0,1,0,1,1,-1,0,1,-1,-0.25,1.4847711791873706
has a hole,-3,-3,-2,0,-2,0,-2,1,-3,0,-3,-3,-1.6666666666666667,1.497472618255253
has a label,-3,-3,-2,0,-2,0,-3,-1,-1,-1,-3,-2,-1.75,1.1381803659589922
has a lid (deksel),-3,2,-1,0,-2,1,1,1,1,0,-1,-3,-0.3333333333333333,1.6696942198734437
has a little door,-3,-3,-2,0,-3,0,-3,-1,-3,0,-3,-3,-2.0,1.348399724926484
has a little lamp,-3,-3,0,0,-2,0,-2,-2,-1,0,-3,-3,-1.5833333333333333,1.3113721705515065
has a looking window,-3,-3,-3,0,-2,0,-2,-1,-2,0,-3,-3,-1.8333333333333333,1.2673044646258476
has a plug,-2,-3,0,0,-2,0,0,0,-1,0,1,-3,-0.8333333333333334,1.3371158468430429
has a problem of scale,-3,-1,-2,0,0,0,2,-1,-1,0,-3,-3,-1.0,1.5374122295716148
has a temperature switch,-3,-3,-1,0,-2,0,1,-2,-1,0,-2,-3,-1.3333333333333333,1.3706888336846839
has a timer,-3,-2,0,0,-1,0,1,-2,1,0,-2,-3,-0.9166666666666666,1.4433756729740645
has a turning button,-3,-3,-2,0,-1,0,-3,-2,0,0,-3,-3,-1.6666666666666667,1.3706888336846839
has a wire (snoer),-3,-3,1,0,-2,0,-3,1,-1,0,1,-2,-0.9166666666666666,1.6213537179739277
has an indicator,-3,-3,-1,0,-2,0,-2,-2,-2,0,-3,-3,-1.75,1.2154310870109943
has an oven most of the time,-3,1,-1,0,-2,1,3,-2,0,0,-3,-3,-0.75,1.9128750375000738
has bags,-3,-3,-3,0,-3,0,-3,-2,-3,-1,-3,-3,-2.25,1.2154310870109943
has baking trays,-3,2,0,0,-2,2,3,-1,1,0,-2,-3,-0.25,2.0056737702645644
has been existing for a long time,-3,-3,1,-3,0,0,-3,2,-1,1,-1,2,-0.6666666666666666,1.9694638556693238
has different compartments,-3,-3,-2,0,-3,0,-3,-1,-1,0,-3,-3,-1.8333333333333333,1.3371158468430429
has different lengths,-3,-3,-2,0,0,0,-3,0,-3,1,-1,-1,-1.25,1.4847711791873706
has different positions,-3,-3,0,0,-1,0,-3,-1,-1,0,-2,-3,-1.4166666666666667,1.3113721705515065
has floral design,-3,-3,-1,0,-3,0,-3,-2,-3,0,-3,-3,-2.0,1.348399724926484
has holes,-3,-3,-1,0,-2,0,-3,-1,-1,0,-2,-3,-1.5833333333333333,1.2401124093721456
has knifes,-3,0,0,0,-1,0,2,-1,1,0,-3,-3,-0.6666666666666666,1.6143297699232975
has many buttons,-3,-3,-3,0,-1,0,-1,-2,-2,0,1,-3,-1.4166666666666667,1.4433756729740645
has no smell,-3,-3,-2,0,-1,0,-3,1,-3,-3,-1,2,-1.3333333333333333,1.775250729197189
has no taste,-3,-3,-2,0,-1,0,-3,1,-3,-3,-1,2,-1.3333333333333333,1.775250729197189
has non-stick coating,-2,2,1,0,-1,2,3,-1,1,0,-2,-3,0.0,1.8586407545691703
has ribbons (linten),-3,-3,-3,0,-3,0,-3,-2,-1,0,-3,-3,-2.0,1.348399724926484
has teeth,-3,-2,-3,0,0,-2,-2,-1,-3,0,-3,-3,-1.8333333333333333,1.2673044646258476
has to be preheated,-3,1,-2,0,-2,2,-3,-1,-3,0,-3,-3,-1.4166666666666667,1.7816403745544227
has to be put in socket,-3,1,-1,0,-1,0,0,0,1,0,-1,-3,-0.5833333333333334,1.3113721705515067
has to be sharpened sometimes,-3,2,1,0,-1,-2,-3,-2,-2,0,-3,-3,-1.3333333333333333,1.723280873710658
has to be washed after use,-3,3,1,0,1,1,2,2,2,1,3,1,1.1666666666666667,1.5859229221975182
has two handles,-3,-3,-1,0,-1,0,-1,-2,1,0,1,-3,-1.0,1.4770978917519928
has two legs,-3,-3,-3,0,0,-2,-3,-2,-3,0,-3,-3,-2.0833333333333335,1.3113721705515067
has two openings to put your fingers in,-3,-3,-2,0,-1,0,-2,-2,-3,0,-2,-3,-1.75,1.2154310870109943
has two slots,-3,-3,-3,0,-1,0,-3,-2,1,0,-3,-3,-1.6666666666666667,1.5569978883230462
hasn't been existing for such a long time,-3,-3,-1,-3,-2,0,-3,-2,0,-3,-3,-2,-2.0833333333333335,1.164500152881315
is a Western utensil,0,-2,0,0,0,1,-2,-1,-1,-3,1,1,-0.5,1.3142574813455419
is a constellation,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-2.75,0.8660254037844386
is a garment,-3,-3,-3,0,-3,-1,-3,-3,-3,-1,-3,-3,-2.4166666666666665,1.0836246694508318
is a home appliance,-3,2,1,0,1,3,3,0,3,1,2,1,1.1666666666666667,1.6966991126265962
is a lever,-3,-3,-3,0,0,0,-3,-1,-3,0,-3,-3,-1.8333333333333333,1.4668044012461754
is a luxury article,-3,-2,-2,0,-2,0,-2,-1,-1,-3,-3,-3,-1.8333333333333333,1.1146408580454255
is a machine (apparaat),-3,1,0,0,0,0,1,0,2,1,2,-3,0.08333333333333333,1.621353717973928
is a material,2,1,1,0,1,0,0,1,1,2,1,-2,0.6666666666666666,1.0730867399773196
is a piece of equipment,1,-2,0,2,3,1,1,0,2,3,-2,3,1.0,1.7580981459830651
is a piece of music,-3,-3,-3,0,-3,-3,-3,-2,-3,-3,-3,-3,-2.6666666666666665,0.8876253645985945
is a sort of pan,-3,2,-1,0,-3,2,3,0,1,0,-2,-3,-0.3333333333333333,2.103388319888276
is an agressive person,-3,-3,-3,0,-3,0,-3,-3,-3,-3,-3,-3,-2.5,1.1677484162422844
is an object,1,1,2,2,3,0,0,2,2,3,2,2,1.6666666666666667,0.9847319278346619
is asian,-3,-3,-2,0,-3,0,-3,-2,-1,-3,-3,-3,-2.1666666666666665,1.1934162828797101
is available for each price range,-3,-2,0,0,-2,0,0,0,1,-2,1,0,-0.5833333333333334,1.3113721705515067
is awkward,-3,-3,-1,0,-2,0,-3,-1,0,-1,-3,-2,-1.5833333333333333,1.2401124093721456
is beautiful,-3,0,0,0,-2,0,-3,-2,-3,-1,-3,-3,-1.6666666666666667,1.3706888336846839
is big,-3,-3,-1,0,-2,0,-3,-2,-1,0,-3,-3,-1.75,1.2880570286640687
is black,-3,-3,-1,0,-3,0,-3,-2,0,0,-3,-3,-1.75,1.4222261679238197
is blown,-3,-3,-3,0,-3,0,-2,-1,-3,0,-3,-3,-2.0,1.348399724926484
is brown,-3,-3,-2,0,-3,0,-3,-2,0,0,-3,-3,-1.8333333333333333,1.403458930534474
is cold,-3,-3,0,0,-1,0,-3,-1,-3,0,-3,0,-1.4166666666666667,1.4433756729740643
is crockery,-2,3,1,-3,-2,2,3,-1,-2,0,1,-3,-0.25,2.220769727328383
is curved,-3,-3,-1,0,-2,0,-3,-1,-3,0,-2,-3,-1.75,1.2880570286640687
is cylindrical,-3,-3,-2,0,-2,0,-3,-2,-3,0,-3,-3,-2.0,1.2792042981336627
is dangerous,-2,-3,-1,0,-2,0,-3,-2,0,1,-2,-1,-1.25,1.2880570286640687
is dangerous for children,0,-2,0,1,-2,0,-3,-1,-1,1,-2,1,-0.6666666666666666,1.3706888336846839
is deep,-3,-3,-3,0,-2,0,-3,-2,-3,0,-3,-3,-2.0833333333333335,1.3113721705515067
is derived from a  verb,-3,-3,-2,1,1,0,-3,-3,-3,-3,-3,-3,-2.0,1.651445647689541
is easy,1,-3,0,0,1,0,-3,-1,1,1,2,-3,-0.3333333333333333,1.775250729197189
is easy to wash,-3,1,1,0,-1,0,2,0,-1,2,-3,1,-0.08333333333333333,1.6764862244009224
is elongated,-3,-3,-1,0,-2,0,-3,-2,-3,0,-3,-3,-1.9166666666666667,1.3113721705515067
is expensive,-3,-3,-1,0,-2,0,-3,-1,-1,0,-3,-3,-1.6666666666666667,1.3026778945578594
is firm,-3,-2,0,0,0,0,-3,0,1,1,2,1,-0.25,1.6025547785276542
is flat,-3,-3,-1,0,-2,0,-3,-2,-1,0,-3,-3,-1.75,1.2880570286640687
is fragile,-2,-3,-2,0,-2,0,-3,-2,1,0,-2,-3,-1.5,1.381698559415515
is functional,3,2,1,1,2,0,0,1,3,3,3,3,1.8333333333333333,1.1934162828797101
is given a present,-2,0,-2,0,-2,0,-2,0,2,2,-3,1,-0.5,1.6787441193290353
is green,-3,-3,-1,0,-3,0,-3,-2,-2,0,-3,-3,-1.9166666666666667,1.3113721705515067
is grey,-3,-3,-1,0,-3,0,-3,-2,0,0,-3,-3,-1.75,1.4222261679238197
is hard,-3,-3,0,0,0,0,-3,0,0,0,-2,1,-0.8333333333333334,1.4668044012461754
is hard to wash,-3,-2,1,0,-1,0,2,-2,-1,-2,-3,-2,-1.0833333333333333,1.5642792899510294
is healthy,-3,-3,-2,0,-3,0,-3,-2,-3,0,-3,-3,-2.0833333333333335,1.3113721705515067
is heat resistant,-3,-3,1,1,0,0,-3,1,-1,1,1,1,-0.3333333333333333,1.7232808737106582
is heavy,-3,-3,-1,0,0,0,-3,-2,-3,0,-3,-3,-1.75,1.4222261679238197
is invented by man,-3,1,-1,0,1,0,-2,1,3,1,2,2,0.4166666666666667,1.729862492345632
is lifeless,-3,-3,0,0,0,0,-3,1,0,1,-2,2,-0.5833333333333334,1.7298624923456323
is light,-3,-3,-1,0,-1,0,-3,-1,-1,0,-3,-2,-1.5,1.243163121016122
is long,-3,-3,-1,0,-3,0,-3,-2,-3,0,-3,-3,-2.0,1.348399724926484
is made in a factory,-3,-2,0,0,1,0,-1,1,1,1,-3,1,-0.3333333333333333,1.556997888323046
is made of china,-2,-2,-3,0,-2,0,2,-2,0,0,-3,-3,-1.25,1.6025547785276542
is made of clay,-3,-3,-2,0,-2,1,-3,-2,-2,-1,-3,-3,-1.9166666666666667,1.3113721705515067
is made of cotton,-3,-2,-3,0,-2,0,-3,-2,-2,0,-3,-3,-1.9166666666666667,1.2401124093721456
is made of fabric,-3,-2,-3,0,-2,0,-3,-2,-1,0,-3,-3,-1.8333333333333333,1.2673044646258476
is made of glass,-2,1,-2,0,-2,0,-1,-2,-1,0,-3,-3,-1.25,1.2880570286640687
is made of leather,-3,-3,-3,0,-2,0,-3,-2,-2,0,-3,-3,-2.0,1.2792042981336627
is made of pottery,-3,1,-2,0,-2,1,-3,-2,-1,0,-3,-3,-1.4166666666666667,1.5642792899510294
is made of sand,-3,-3,-2,0,-3,0,-3,-1,-3,-3,-3,-3,-2.25,1.2154310870109943
is many women's nightmare,-3,-3,-3,0,-3,0,-3,-2,-2,1,-3,-3,-2.0,1.4770978917519928
is modern,-3,1,1,0,-2,0,0,-2,-1,1,2,-2,-0.4166666666666667,1.5642792899510294
is multifunctional,-3,2,1,1,1,0,-2,-1,2,2,2,-1,0.3333333333333333,1.7232808737106584
is needed to weigh ingredients,-1,2,0,0,-1,1,3,1,0,0,-2,-3,0.0,1.651445647689541
is not edible,-3,-3,-1,0,0,0,-3,1,-2,2,-2,1,-0.8333333333333334,1.7494587907710375
is not expensive,-3,-2,0,0,-2,0,-3,-1,-2,0,-2,-2,-1.4166666666666667,1.1645001528813148
is not popular among many people,-3,-3,-2,0,-1,0,-3,-2,-3,-3,-3,-2,-2.0833333333333335,1.1645001528813148
is often decorative,-3,2,-3,0,-1,0,-2,-1,-1,-3,-2,-2,-1.3333333333333333,1.4974726182552527
is often indispensable,-3,3,0,0,1,0,-3,1,1,-3,1,1,-0.08333333333333333,1.9286515936521476
is old-fashioned,-3,0,-2,0,-3,0,-3,-2,-1,-3,-3,0,-1.6666666666666667,1.3706888336846839
is oval,-3,-3,-1,0,-3,0,-3,-2,-1,0,-3,-3,-1.8333333333333333,1.3371158468430429
is part of the cutlery,-3,3,0,0,-1,2,3,0,1,0,-2,-3,0.0,2.04494943258218
is pliable,-3,-2,-1,0,-2,0,-3,-2,-1,0,-3,-3,-1.6666666666666667,1.2309149097933274
is put on the fire,-3,-2,0,0,-2,2,3,1,1,0,1,-3,-0.16666666666666666,1.9462473604038075
is rectangular,-3,-3,-2,0,-2,0,-3,-2,-1,0,-3,-3,-1.8333333333333333,1.2673044646258476
is red,-3,-3,-2,0,-3,0,-3,-2,-1,0,-3,-3,-1.9166666666666667,1.3113721705515067
is round,-3,-3,-1,0,-2,0,-3,-2,-1,0,-3,-3,-1.75,1.2880570286640687
is sharp,-3,1,1,0,0,0,-1,-2,0,0,-3,-2,-0.75,1.4222261679238197
is silver-coloured,-2,0,0,0,0,0,0,-2,0,0,1,-3,-0.5,1.1677484162422844
is small (klein),-3,-3,-1,0,0,0,-3,-2,-1,0,-3,1,-1.25,1.4847711791873706
is smaller than a soup spoon,-3,-2,-3,0,-2,0,2,-2,0,0,-3,-3,-1.3333333333333333,1.6696942198734437
is soft,-3,-3,-2,0,-3,0,-3,-1,0,0,-3,-3,-1.75,1.4222261679238197
is sometimes made of cork,-3,0,-2,0,-2,1,-2,0,-2,0,-3,-3,-1.3333333333333333,1.4354811251305468
is spherical,-3,-3,-1,0,-3,0,-3,-2,-1,0,-3,-3,-1.8333333333333333,1.3371158468430429
is square,-3,-3,-2,0,-3,0,-3,-2,1,0,-3,-3,-1.75,1.5447859516333116
is stainless,-2,2,-1,0,1,0,-3,-2,0,0,1,1,-0.25,1.4847711791873706
is transparent,-3,-3,-2,0,-2,0,-3,-2,-2,0,-3,-3,-1.9166666666666667,1.2401124093721456
is ugly,-3,-3,-2,0,-2,0,-3,-2,-2,0,-3,-3,-1.9166666666666667,1.2401124093721456
is used to cut,-1,2,2,1,0,1,3,0,1,0,1,-3,0.5833333333333334,1.5642792899510296
is used to cut things in two,-2,2,-1,1,0,1,2,0,1,0,-2,-3,-0.08333333333333333,1.6213537179739277
is useful,3,3,1,0,2,0,-2,2,2,1,3,2,1.4166666666666667,1.5050420310248864
is waterproof,-3,-2,-2,0,-1,0,-3,-1,-1,0,-3,1,-1.25,1.3568010505999362
is white,-3,-3,-2,0,-2,0,-3,-2,0,0,-3,-3,-1.75,1.3568010505999362
is worn around the shoulders,-3,-3,-3,-3,-3,-2,-3,-2,-3,-1,-3,-3,-2.6666666666666665,0.6513389472789296
it is absorbent,-3,-3,-2,-3,-3,0,-2,-1,-2,-1,-3,-3,-2.1666666666666665,1.0298573010888745
lasts long,-3,-3,1,0,1,0,-2,2,-2,2,-1,2,-0.25,1.9128750375000738
lies in a drawer,-2,1,1,0,1,0,2,1,-3,0,1,2,0.3333333333333333,1.497472618255253
lies in the cupboard,-2,1,0,0,0,0,1,2,-3,0,1,2,0.16666666666666666,1.4668044012461754
lies left to plate,-3,2,-1,0,-1,2,3,0,0,0,-3,-3,-0.3333333333333333,2.015094553763188
lies next to plate,-3,2,-1,0,-2,2,3,0,0,-2,-3,-3,-0.5833333333333334,2.108783937953269
lies on a roof,-3,-3,-3,0,-3,-3,-3,-3,-3,0,-3,-3,-2.5,1.1677484162422844
located under a glass,-3,0,-2,0,-3,0,-2,-2,-2,0,-3,-3,-1.6666666666666667,1.3026778945578592
made of metal,-1,-2,1,0,2,0,-3,0,0,1,2,1,0.08333333333333333,1.5050420310248864
made of plastic,-1,-2,1,0,2,0,-3,0,0,1,2,1,0.08333333333333333,1.5050420310248864
made of stone,-3,-2,1,0,-1,0,-3,0,-2,-3,-2,-2,-1.4166666666666667,1.3789543689024493
made of synthetic material,-2,-2,1,0,1,0,-3,0,-2,1,2,1,-0.25,1.6025547785276542
made of wood,-2,-2,1,0,-1,0,-3,0,0,1,-1,-3,-0.8333333333333334,1.403458930534474
makes a buzzing sound,-3,-3,-3,0,-3,0,-3,-2,-3,0,-3,-3,-2.1666666666666665,1.3371158468430429
makes a gurgling sound,-3,-3,-3,0,-3,0,-3,-3,-3,0,-3,-3,-2.25,1.3568010505999362
makes a peeping sound,-3,-3,-3,0,-3,0,-3,-2,-3,0,-3,-3,-2.1666666666666665,1.3371158468430429
makes catching things easier,-3,-3,0,1,-2,0,-2,0,-2,0,-3,-3,-1.4166666666666667,1.5050420310248864
makes old bread tasteful again,-3,-2,-3,0,-3,2,3,-2,-2,0,-3,-3,-1.3333333333333333,2.1033883198882757
means residential area when in a compound with 'built',-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,0.0
mirrors,-3,0,0,0,0,0,-2,0,-3,0,-3,-3,-1.1666666666666667,1.4668044012461756
needs to be cleaned sometimes,-3,3,1,0,1,0,-2,-2,2,1,2,1,0.3333333333333333,1.8257418583505536
needs to be washed,-3,3,1,0,1,0,1,-1,1,1,2,1,0.5833333333333334,1.5050420310248864
not everyone has it,-3,-3,-1,0,-3,0,-3,-2,1,1,-3,-2,-1.5,1.6236882817719773
occurs in a saying,-3,-3,-3,0,-3,0,-3,-2,-3,-3,-3,-3,-2.4166666666666665,1.164500152881315
often contains plants,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2.9166666666666665,0.28867513459481287
often used,2,2,1,1,1,0,-3,2,2,2,2,1,1.0833333333333333,1.4433756729740643
often used by students,-3,-3,-2,0,-2,0,-3,0,-2,-1,-3,-3,-1.8333333333333333,1.2673044646258476
one can drink out of it,-2,2,-1,0,-2,2,3,-1,1,0,-3,-3,-0.3333333333333333,2.015094553763188
one can eat out of it,-2,2,-1,0,-2,2,3,0,1,0,-2,-1,0.0,1.7056057308448835
one can lie upon it,-3,-3,-3,0,-3,0,-3,-2,-3,-3,-3,-3,-2.4166666666666665,1.164500152881315
one has to put ground coffeebeans in it,-3,-2,-2,0,-1,2,3,-1,1,0,-3,-3,-0.75,2.0056737702645644
pieces of bread jump out of it,-3,1,0,0,-3,2,3,-1,1,0,-3,-3,-0.5,2.1105794120443453
placed under a plate,-3,-2,-2,0,-2,1,3,0,-3,0,-3,-3,-1.1666666666666667,1.9462473604038075
pots and pans are put on it,-3,2,-1,0,-2,2,2,-1,1,0,-2,-3,-0.4166666666666667,1.8809249819912512
prevents clothes from becoming dirty,-3,-3,-1,0,-2,0,1,-2,-3,0,-3,-3,-1.5833333333333333,1.5050420310248862
