feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
Jo with the banjo,-3,1,-3,-3,-3,-3,-3,1,0,-3,1,1,-1.4166666666666667,1.9752253419585197
a synonym is 'schuiftrompet',-2,3,0,-3,3,-2,0,1,0,-3,0,1,-0.16666666666666666,2.0375267241229382
accompagnies (other) music,2,1,2,1,1,3,2,0,1,2,1,1,1.4166666666666667,0.7929614610987591
also used as a toy,1,-2,1,-1,-1,-2,1,2,2,0,2,1,0.3333333333333333,1.497472618255253
associated with kilt,1,-3,-3,-3,1,-3,-1,1,0,-3,-2,1,-1.1666666666666667,1.8504708655481243
both hands and feet are used,-1,-3,1,0,-1,-2,0,2,2,-3,-2,0,-0.5833333333333334,1.729862492345632
both large and small,2,-3,2,3,0,1,2,2,0,3,3,-2,1.0833333333333333,1.9752253419585197
can be acoustic,2,1,0,2,2,3,1,3,1,2,2,2,1.75,0.8660254037844386
can be connected to an amplifier,2,1,3,0,0,2,2,2,1,-2,2,2,1.25,1.3568010505999362
can be electronic,2,1,3,2,1,3,1,2,2,3,2,2,2.0,0.7385489458759964
can be played on,3,2,3,3,1,3,3,2,2,3,3,3,2.5833333333333335,0.6685579234215214
can be played upon,2,3,3,3,1,3,1,3,2,3,3,3,2.5,0.7977240352174656
can be plunked upon,2,2,0,-1,1,-2,-1,1,1,-1,1,1,0.3333333333333333,1.3026778945578592
can have cymbals,1,3,-1,-3,1,0,-1,3,-1,-3,0,1,0.0,1.954016841836789
can mimic different instruments,-2,-1,0,-3,2,0,0,3,1,-2,1,0,-0.08333333333333333,1.729862492345632
can produce different tones at once,2,2,2,1,2,2,2,2,2,-2,2,0,1.4166666666666667,1.2401124093721454
can sound out of tune,-1,1,3,2,2,2,2,2,1,3,3,2,1.8333333333333333,1.1146408580454257
checkered,-3,-3,-3,-3,-2,-3,0,-2,0,-3,-3,-1,-2.1666666666666665,1.1934162828797101
classical instrument,2,3,1,1,3,1,2,3,1,1,2,1,1.75,0.8660254037844386
classical music,3,2,2,2,0,1,2,2,2,1,2,1,1.6666666666666667,0.7784989441615229
consists of different parts,1,-3,2,-1,-1,-1,1,1,0,-1,2,1,0.08333333333333333,1.5050420310248864
creates a good atmosphere,3,0,3,1,-1,1,3,3,2,3,3,1,1.8333333333333333,1.403458930534474
does not weigh much,-1,-3,1,0,-1,-2,-1,1,0,-3,0,-1,-0.8333333333333334,1.337115846843043
een example is the piccolo,2,3,0,-2,3,2,0,2,0,3,2,1,1.3333333333333333,1.5569978883230458
especially played by older people,-2,0,-1,-3,2,-3,-1,-1,0,-3,-3,1,-1.1666666666666667,1.6966991126265962
exists in different colors,0,-3,2,3,-2,-2,2,1,0,3,1,-2,0.25,2.0943647333651407
exists in different kinds,1,-3,3,3,0,2,2,2,0,3,2,2,1.4166666666666667,1.729862492345632
exists in different measurements,1,-1,2,3,-1,-2,-2,2,1,3,3,2,0.9166666666666666,1.9286515936521478
exists in different sizes (groottes),1,-3,1,3,0,-1,2,2,1,3,3,-2,0.8333333333333334,1.9924098397912438
exists in different tube lengths,-2,-3,0,-3,0,-1,1,0,0,-3,0,-1,-1.0,1.4142135623730951
exists in pairs,-1,-3,-3,-3,-1,-3,1,-1,0,-1,-3,0,-1.5,1.4459976109624424
featured in a Luc Steeno song,-3,-3,-3,-3,-2,-3,-3,-1,0,-3,-3,1,-2.1666666666666665,1.403458930534474
featured in a brass band,2,1,3,-1,1,1,1,1,1,2,3,2,1.4166666666666667,1.0836246694508316
featured in an orchestra,3,0,3,2,2,3,2,1,1,2,3,2,2.0,0.9534625892455924
for sale in a music shop,3,1,3,2,1,2,2,3,2,3,3,2,2.25,0.7537783614444091
gives a nasty sound,-2,-3,-2,-3,1,-1,-2,-3,0,2,-2,-2,-1.4166666666666667,1.621353717973928
hangs around the neck/shoulders,0,1,-1,-1,1,-3,-1,0,1,-2,0,1,-0.3333333333333333,1.3026778945578592
hangs from a rope,0,-3,-2,-3,0,-3,0,1,0,-3,-1,0,-1.1666666666666667,1.5275252316519468
has (trousers)legs,0,-3,-2,-3,0,-2,0,0,1,-3,0,1,-0.9166666666666666,1.5642792899510296
has Belgian inventor,-2,-3,-2,-3,-3,-2,0,3,1,-3,0,-2,-1.3333333333333333,1.9227505550564006
has a bag of air,-1,-3,-3,-3,1,-2,-1,0,0,-3,-1,1,-1.25,1.5447859516333116
has a clear sound,1,1,0,1,1,2,2,2,1,0,1,2,1.1666666666666667,0.7177405625652734
has a complex shape,1,-2,3,0,-1,-2,1,1,0,0,2,-1,0.16666666666666666,1.5275252316519465
has a deep sound,2,2,1,1,2,2,2,3,2,0,1,2,1.6666666666666667,0.778498944161523
has a dull sound,1,-2,0,-1,0,1,-1,-2,0,0,1,-1,-0.3333333333333333,1.0730867399773196
has a grip,0,-3,-1,-1,-2,-2,1,2,0,-3,1,0,-0.6666666666666666,1.6143297699232972
has a keyboard,1,-2,0,-1,2,1,0,2,2,-3,0,1,0.25,1.6025547785276542
has a lid (klep),0,0,1,-1,1,-2,0,2,0,-3,0,0,-0.16666666666666666,1.337115846843043
has a mouthpiece,2,2,-1,0,1,1,1,2,1,-3,2,1,0.75,1.4847711791873706
has a neck,0,-3,0,-1,-2,-1,0,0,0,-3,0,1,-0.75,1.2880570286640687
has a shrill sound,1,1,1,0,1,1,2,1,1,0,3,1,1.0833333333333333,0.7929614610987591
has a skin,1,-2,-1,-2,1,-2,0,0,0,-3,1,1,-0.5,1.4459976109624424
has a soft sound,1,0,0,0,0,1,2,0,1,0,1,-1,0.4166666666666667,0.7929614610987591
has a sound bell,0,2,0,0,2,0,0,0,0,-2,1,1,0.3333333333333333,1.0730867399773196
has a sound box,2,3,3,2,1,1,1,0,2,2,2,1,1.6666666666666667,0.8876253645985945
has a spike at its base,-1,-2,0,-3,-2,-2,-1,2,1,-3,0,1,-0.8333333333333334,1.6422453217986943
has a straw,0,-3,-2,-1,1,-1,0,2,1,-3,1,1,-0.3333333333333333,1.6696942198734437
has a warm sound,0,0,0,1,1,2,2,2,1,0,1,1,0.9166666666666666,0.7929614610987592
has been existing for a long time,3,-3,3,0,-2,-2,0,0,1,0,3,0,0.25,2.0056737702645644
has black and white keys,2,-3,0,-1,1,-1,-2,2,3,-3,0,-2,-0.3333333333333333,2.015094553763188
has black keys,0,-3,0,-2,1,-2,-1,2,0,-3,0,1,-0.5833333333333334,1.6213537179739277
has buttons (toetsen),2,-3,0,-1,2,1,0,1,2,-2,1,2,0.4166666666666667,1.6764862244009227
has drums,0,-1,-3,-3,2,0,-1,2,-1,-2,0,0,-0.5833333333333334,1.6213537179739277
has holes,2,-3,0,0,1,-2,0,0,0,2,1,1,0.16666666666666666,1.4668044012461754
has little bells all round,-2,-3,-2,-3,0,1,-2,0,-1,-3,-2,1,-1.3333333333333333,1.497472618255253
has many buttons,0,-3,-2,-2,-2,-2,0,0,0,-2,0,0,-1.0833333333333333,1.164500152881315
has pedals,0,-3,-1,-2,0,-2,0,2,2,-3,0,1,-0.5,1.7320508075688772
has snares,1,3,0,1,2,0,1,1,1,-3,1,1,0.75,1.4222261679238197
has to be tuned,3,3,2,1,3,1,3,3,2,3,3,2,2.4166666666666665,0.7929614610987591
has tuning forks,0,3,1,1,2,1,1,0,2,0,2,1,1.1666666666666667,0.9374368665610922
has two keyboards,0,0,0,-3,2,-2,-2,1,0,-3,-2,1,-0.6666666666666666,1.669694219873444
has white keys,1,-3,0,-3,2,-2,0,3,-1,-3,1,1,-0.3333333333333333,2.059714602177749
has wings,2,1,-2,-3,1,-2,1,1,3,-3,1,1,0.08333333333333333,2.0207259421636903
indicates the rhythm,2,-1,1,1,1,2,3,1,2,1,1,2,1.3333333333333333,0.9847319278346618
invented by Adolphe Sax,0,2,-3,-3,0,-2,1,1,2,-3,1,1,-0.25,1.9598237397554634
is Mexican,0,-3,-3,-3,0,-2,-1,-1,1,-3,0,1,-1.1666666666666667,1.5859229221975182
is a brass player,0,3,0,-1,3,1,-1,1,1,-3,1,1,0.5,1.6787441193290353
is a difficult instrument,2,3,0,-2,3,-2,1,1,2,1,2,0,0.9166666666666666,1.6764862244009224
is a musical instrument,3,3,3,3,3,3,3,3,1,3,3,3,2.8333333333333335,0.5773502691896257
is a percussion instrument,1,3,0,1,3,1,0,2,-1,-3,1,1,0.75,1.6583123951777
is a popular instrument,2,-2,0,-1,3,2,1,2,0,-2,1,2,0.6666666666666666,1.6696942198734437
is a sort of piano,1,2,0,-2,2,-2,1,1,1,-3,0,1,0.16666666666666666,1.6422453217986939
is a sort of violin,1,2,0,-1,3,-2,0,2,1,-3,0,1,0.3333333333333333,1.7232808737106584
is a string instrument,3,3,0,0,3,1,1,2,1,0,2,1,1.4166666666666667,1.1645001528813148
is a string instrument with a bow,1,3,0,0,3,-1,0,2,2,-3,1,1,0.75,1.712255291076124
is a wind instrument (blaasinstrument),1,3,0,1,3,1,0,1,1,-2,3,1,1.0833333333333333,1.4433756729740643
is a wind instrument (fluitinstrument),0,3,0,0,3,1,0,1,0,-3,1,1,0.5833333333333334,1.5642792899510294
is a woodwinds,0,3,0,0,3,1,0,0,0,0,1,1,0.75,1.1381803659589922
is always part of a band,3,-1,3,-2,1,3,1,1,1,0,3,2,1.25,1.6583123951777
is an instrument of the Greek god Pan,0,2,-3,-3,0,-2,0,2,0,-3,1,1,-0.4166666666666667,1.8809249819912508
is an old instrument,2,3,1,-2,3,-1,0,1,2,0,0,0,0.75,1.5447859516333116
is beautiful,2,-3,2,2,-1,-2,2,1,1,2,3,-1,0.6666666666666666,1.9227505550564006
is big,-2,-3,0,0,-2,-2,0,1,1,0,0,-2,-0.75,1.3568010505999362
is black,0,-3,0,-2,-3,-2,-2,2,0,-3,0,-2,-1.25,1.6025547785276542
is black and white,1,-3,0,-2,-2,-2,-1,2,2,-3,0,-2,-0.8333333333333334,1.80067327475704
is brown,-2,-3,1,1,2,-3,0,3,0,-2,0,-2,-0.4166666666666667,1.97522534195852
