feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
are a sort of shoes,-3,-2,-1,0,-3,1,3,-1,-3,-1,-3,-2,-1.25,1.864744681524183
are swimming trunks for men,-3,-3,0,-3,-1,1,3,-2,-3,0,-3,-3,-1.4166666666666667,2.0207259421636903
are underpants,-3,1,0,-3,0,2,3,0,0,0,-2,-3,-0.4166666666666667,1.97522534195852
belongs with sportshoes,-3,-2,-1,1,-2,0,-2,-1,-3,-2,-2,-3,-1.6666666666666667,1.2309149097933274
bought in a shoe store,-3,-2,0,-3,-2,2,3,-1,-1,0,-3,1,-0.75,2.0056737702645644
bought in a store,-3,-3,0,1,2,0,1,1,1,1,2,1,0.3333333333333333,1.6696942198734435
bought in an underwear store,-3,-2,0,-3,-1,2,3,0,-1,0,-3,1,-0.5833333333333334,1.97522534195852
can be a status symbol,0,-2,0,1,1,0,-2,0,2,1,1,1,0.25,1.2154310870109943
can be bought in sports store,-3,1,-1,1,0,0,1,2,0,1,1,1,0.3333333333333333,1.3026778945578592
can be carried,2,3,2,2,2,2,3,1,2,3,3,-2,1.9166666666666667,1.378954368902449
can be carried backwards,-3,2,-1,-3,-2,2,3,1,-3,-1,-3,-2,-0.8333333333333334,2.2495790852081776
can be carried by anyone,-3,3,1,1,1,2,-2,1,3,1,3,1,1.0,1.8586407545691703
can be knit by yourself,-3,2,0,1,1,1,3,0,2,1,1,1,0.8333333333333334,1.4668044012461756
can be made of different materials,1,-3,0,1,1,0,-2,2,2,1,2,1,0.5,1.5666989036012806
can be made of different tissues,1,1,1,1,2,0,2,1,2,1,3,1,1.3333333333333333,0.778498944161523
can be manufactured by yourself,-2,0,1,1,1,0,-1,0,1,1,1,1,0.3333333333333333,0.9847319278346619
can be printed with a design,-1,-3,0,0,0,0,-2,0,1,1,1,1,-0.16666666666666666,1.2673044646258478
can be worn as ornament,-3,-1,-1,-3,-2,1,3,0,-2,0,-2,1,-0.75,1.815338686155987
can be worn underneath other clothes,-3,0,-1,1,-1,2,3,-1,2,1,2,-2,0.25,1.864744681524183
can go into the washing-machine,-2,3,2,-3,2,2,3,1,1,1,2,1,1.0833333333333333,1.831955405041456
can have sequins,-3,0,-2,-3,-3,0,-2,-2,1,0,-3,-1,-1.5,1.4459976109624424
can't be worn in the church,-3,-3,-3,-3,-3,1,-3,-2,-3,0,-3,-3,-2.3333333333333335,1.3706888336846839
comes in different lengths,-3,-3,0,1,0,0,-3,2,0,1,2,1,-0.16666666666666666,1.8504708655481243
comes in different patterns,-1,-3,0,1,1,0,-3,1,2,1,1,1,0.08333333333333333,1.621353717973928
comes in different prints,1,-3,1,1,1,0,-3,2,3,1,1,1,0.5,1.7837651700316894
comes in very handy,-3,-3,-1,-3,1,0,-2,0,-2,0,1,1,-0.9166666666666666,1.621353717973928
consists of a shirt,-3,3,1,-3,0,1,3,0,0,0,-2,-3,-0.25,2.137330535547045
consists of a vest,-3,-3,1,-3,0,1,3,-1,0,0,-2,-3,-0.8333333333333334,1.9924098397912435
consists of different parts,-3,0,1,0,2,0,-3,-1,2,0,2,-3,-0.25,1.9128750375000738
consists of pants and sweater,-3,3,1,-3,0,1,3,-1,-1,0,-2,-3,-0.4166666666666667,2.151461800448216
consists of two parts,-3,-3,-2,-3,-2,0,-3,-1,-3,0,-2,-3,-2.0833333333333335,1.164500152881315
constitutes a whole,-3,-3,-2,-3,0,0,-2,-1,0,0,-3,-3,-1.6666666666666667,1.3706888336846839
costs a lot of money,-2,-3,0,-3,1,0,0,1,1,-1,-1,0,-0.5833333333333334,1.4433756729740645
costs money,-1,-3,0,-3,2,0,1,2,2,1,1,1,0.25,1.764549903980152
could be an animal,-3,-3,-3,-3,-3,-3,-3,-2,-3,0,-3,-3,-2.6666666666666665,0.8876253645985945
decorated with feathers,-3,-3,-2,-3,-3,0,-3,-2,-3,0,-3,-3,-2.3333333333333335,1.1547005383792517
does not weigh much,-3,-3,1,-3,-2,0,-3,-1,-3,1,1,1,-1.1666666666666667,1.8504708655481243
does up at the back,-3,-2,-3,-3,-2,2,0,-1,-3,0,-2,-3,-1.6666666666666667,1.6143297699232972
don't have openings between fingers,-3,-2,-3,-3,-3,0,-3,-2,-3,0,-3,-3,-2.3333333333333335,1.1547005383792517
everybody has it,0,3,1,-3,3,0,0,2,3,1,2,2,1.1666666666666667,1.7494587907710375
exists in different brands,0,2,2,0,3,0,3,3,2,1,1,1,1.5,1.1677484162422844
exists in different colors,-1,-3,2,0,0,0,0,1,0,1,1,1,0.16666666666666666,1.2673044646258473
exists in different forms,0,-2,2,0,1,0,-2,0,1,1,-2,1,0.0,1.348399724926484
exists in different kinds,-2,-2,2,0,2,0,-2,1,0,1,1,1,0.16666666666666666,1.4668044012461752
exists in different measurements,-3,-2,2,0,0,0,-3,1,2,1,1,1,0.0,1.7580981459830651
exists in different sizes (maten),1,2,3,0,3,0,3,2,2,1,1,1,1.5833333333333333,1.0836246694508318
exists in different thicknesses,-3,-3,1,0,1,0,-3,-1,1,1,-1,1,-0.5,1.6787441193290353
exists in different types,1,1,2,0,1,0,1,2,2,1,1,1,1.0833333333333333,0.6685579234215215
exists in pairs,-3,-3,-2,-2,-1,0,-3,-2,-3,-1,-3,-3,-2.1666666666666665,1.0298573010888745
