feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
aarde,0,2,-2,2,1,1,2,1,0,3,-2,1,0.75,1.5447859516333116
aaseter,1,2,2,1,1,-1,1,0,-3,2,2,-1,0.5833333333333334,1.5642792899510294
andere naam: drosophilla,3,0,3,-3,-3,-2,0,0,-3,-3,1,-3,-0.8333333333333334,2.3290003057626296
beweegt door zich samen te trekken,2,1,2,-2,1,-1,-2,0,0,-2,1,-1,-0.08333333333333333,1.5050420310248864
bij dieren,1,2,1,0,3,-2,2,0,-2,2,1,0,0.6666666666666666,1.5569978883230458
bijt,2,2,2,1,2,1,2,0,3,2,1,3,1.75,0.8660254037844386
bijt gaten in kleren,1,-1,0,-3,-2,0,1,0,2,1,0,-2,-0.25,1.4847711791873706
bouwt nesten,1,-1,1,2,0,-1,1,-3,-1,-1,-1,2,-0.08333333333333333,1.5050420310248864
brengt ziektes voort,1,2,2,1,2,2,0,0,3,3,1,2,1.5833333333333333,0.9962049198956218
bruin/zwart van kleur,1,0,1,2,0,-1,2,-3,-3,1,0,2,0.16666666666666666,1.7494587907710375
doet pijn,2,3,0,1,1,1,2,0,3,3,1,2,1.5833333333333333,1.0836246694508318
een handig iemand,0,-3,-2,-3,0,-2,-2,-3,2,3,1,2,-0.5833333333333334,2.193309385519074
een imker kweekt ze,1,1,1,-3,1,2,1,0,1,-2,-1,1,0.25,1.4847711791873706
eet bladluizen,1,2,2,-2,2,3,1,0,-3,1,-2,0,0.4166666666666667,1.8809249819912512
eet insecten,1,1,1,0,1,-3,0,0,-3,-2,0,0,-0.3333333333333333,1.497472618255253
eet nectar,1,1,2,-2,1,2,0,0,2,1,-1,2,0.75,1.2880570286640687
eet planten,2,1,0,1,1,3,1,0,2,2,1,2,1.3333333333333333,0.8876253645985945
eet van de bloemen,2,1,1,1,0,3,1,-3,3,3,0,2,1.1666666666666667,1.6966991126265962
eet vliegen,2,0,-2,-2,0,-2,1,0,1,-3,-2,1,-0.5,1.6236882817719773
er is een koningin,1,1,2,-3,0,1,1,0,1,1,1,-3,0.25,1.6025547785276542
extern geraamte,-1,0,1,-3,1,3,-2,0,1,3,3,-2,0.3333333333333333,2.059714602177749
familie van de wesp,-1,0,1,-3,1,1,1,0,1,0,0,1,0.16666666666666666,1.1934162828797101
fladdert,1,-1,0,-2,3,2,1,-3,3,-1,-1,0,0.16666666666666666,1.898963034411309
gaat van bloem tot bloem,2,1,1,-2,-2,3,1,0,2,0,-1,2,0.5833333333333334,1.6213537179739277
gebruikt stuifmeel van bloemen,2,1,1,-2,1,-2,0,0,2,1,1,2,0.5833333333333334,1.378954368902449
gebruikt voor onderzoek,1,-1,0,-2,2,3,1,1,-3,3,1,2,0.6666666666666666,1.8748737331221843
geel,1,0,1,-2,0,1,-2,0,-3,-2,0,0,-0.5,1.381698559415515
geel en zwart,1,0,1,-1,0,1,0,-3,-2,1,0,0,-0.16666666666666666,1.2673044646258476
gekleurd,1,0,2,1,1,3,2,0,3,-2,0,0,0.9166666666666666,1.4433756729740645
gelede diersoort,-2,0,1,0,0,3,1,0,-1,0,2,0,0.3333333333333333,1.3026778945578592
geleedpotig,0,0,1,-1,1,3,1,0,-3,-2,2,0,0.16666666666666666,1.6422453217986943
geliefd bij kinderen,1,-1,-1,-3,1,1,-3,0,3,3,2,0,0.25,2.0056737702645644
geraakt moeilijk van je af,2,1,-3,0,0,0,1,0,-3,3,-1,2,0.16666666666666666,1.8504708655481243
goed voor bodem,0,2,2,-1,3,0,0,0,-3,2,2,0,0.5833333333333334,1.6764862244009227
goed voor milieu,1,3,2,1,2,1,1,1,-1,3,2,1,1.4166666666666667,1.0836246694508318
grijs,1,-1,1,1,0,-3,0,0,-1,2,0,2,0.16666666666666666,1.403458930534474
haalt nectar uit bloemen,1,2,1,-2,0,1,0,0,3,-2,0,-1,0.25,1.4847711791873706
hard,1,1,-1,-2,1,-2,-2,0,-3,-3,2,2,-0.5,1.8829377433825436
harig,1,-1,1,-2,2,1,1,-3,3,-2,1,2,0.3333333333333333,1.8748737331221843
hecht zich vast aan het lichaam,3,3,1,-2,1,2,1,0,2,2,-2,0,0.9166666666666666,1.6764862244009224
heeft 2 ogen,2,0,0,2,0,2,2,0,2,-3,-2,2,0.5833333333333334,1.7298624923456323
heeft acht poten,2,-3,0,0,0,-3,1,-3,0,-3,-2,2,-0.75,1.9598237397554634
heeft een angel,3,1,2,-1,1,1,1,0,2,-2,0,2,0.8333333333333334,1.403458930534474
heeft een kop,1,0,-2,3,3,3,3,0,2,3,0,3,1.5833333333333333,1.729862492345632
