exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
pauw,9.0,15.0,18.0,13.0,16.0,15.0,4.0,20.0,11.0,19.0,17.0,11.0,12.0,5.0,20.0,5.0,11.0,15.0,20.0,12.0,12.0,3.0,12.0,8.0,7.0,12.0,9.0,13.0,12.28571429,4.905455337,28
pelikaan,7.0,14.0,18.0,20.0,18.0,13.0,5.0,20.0,14.0,19.0,9.0,11.0,15.0,8.0,20.0,7.0,11.0,20.0,20.0,8.0,12.0,7.0,6.0,8.0,12.0,11.0,7.0,12.0,12.57142857,5.0730119,28
pinguïn,11.0,10.0,17.0,3.0,11.0,10.0,2.0,20.0,3.0,16.0,9.0,10.0,15.0,2.0,20.0,6.0,1.0,10.0,2.0,5.0,6.0,5.0,8.0,8.0,6.0,13.0,3.0,10.0,8.642857143,5.431146702,28
reiger,18.0,16.0,20.0,20.0,20.0,18.0,14.0,20.0,14.0,20.0,19.0,11.0,16.0,11.0,20.0,12.0,13.0,20.0,20.0,14.0,17.0,13.0,15.0,16.0,12.0,12.0,15.0,15.0,16.10714286,3.201148934,28
roodborstje,20.0,17.0,19.0,20.0,20.0,20.0,20.0,20.0,15.0,20.0,19.0,18.0,20.0,15.0,20.0,19.0,17.0,20.0,20.0,17.0,16.0,19.0,16.0,15.0,15.0,19.0,19.0,18.0,18.32142857,1.866935922,28
specht,19.0,16.0,17.0,20.0,20.0,18.0,8.0,20.0,18.0,20.0,19.0,16.0,20.0,11.0,20.0,18.0,17.0,20.0,20.0,15.0,8.0,19.0,13.0,11.0,14.0,11.0,16.0,16.0,16.42857143,3.755771573,28
struisvogel,13.0,14.0,16.0,11.0,10.0,10.0,7.0,20.0,6.0,18.0,9.0,11.0,12.0,2.0,20.0,12.0,11.0,16.0,12.0,8.0,9.0,8.0,13.0,11.0,3.0,14.0,4.0,14.0,11.21428571,4.557103879,28
uil,18.0,17.0,18.0,20.0,19.0,15.0,12.0,20.0,15.0,20.0,19.0,11.0,20.0,12.0,20.0,16.0,16.0,20.0,18.0,14.0,15.0,8.0,11.0,13.0,12.0,18.0,16.0,15.0,16.0,3.388433485,28
valk,16.0,17.0,19.0,20.0,20.0,20.0,7.0,20.0,16.0,20.0,19.0,12.0,16.0,14.0,20.0,16.0,17.0,9.0,20.0,16.0,17.0,9.0,8.0,6.0,11.0,18.0,14.0,17.0,15.5,4.401178293,28
zwaan,12.0,14.0,18.0,3.0,12.0,15.0,6.0,20.0,10.0,18.0,18.0,11.0,16.0,9.0,20.0,9.0,8.0,11.0,19.0,13.0,14.0,6.0,9.0,16.0,9.0,20.0,8.0,15.0,12.82142857,4.77690099,28
zwaluw,15.0,17.0,19.0,20.0,19.0,20.0,19.0,20.0,18.0,20.0,19.0,11.0,20.0,13.0,20.0,17.0,17.0,20.0,20.0,15.0,20.0,19.0,17.0,18.0,14.0,19.0,16.0,18.0,17.85714286,2.414681725,28
