feature,freq
beschadigt gevoelige oppervlaktes,4
bestaat al lang,40
bestaat in verschillende diktes,5
bestaat in verschillende kleuren,37
bestaat in verschillende maten,112
bestaat in verschillende soorten,29
bestaat ook als zitmaaier,5
bestaat uit twee delen,8
bevat een vloeistof,12
bevindt zich in een werkplaats,7
blinkt,6
daar hak je hout mee,16
de maten worden aangeduid met nummers,4
dient om de aarde om te spitten,4
dient om dingen mee door te knippen,6
dient om gaten op te vullen,6
dient om gras te maaien,21
dient om grond om te ploegen,16
dient om hout aan elkaar te bevestigen,5
dient om hout te bewerken,13
dient om iets aan de muur op te hangen,15
dient om in de tuin te werken,4
dient om je nagels glad te maken,10
dient om kracht te vergroten,5
dient om mee in steen te werken,11
dient om mee te slaan,17
dient om mee te slijpen,10
dient om mee te werken,9
dient om moeren of schroeven vast of los te vijzen,48
dient om muren en plafond worden effen te maken,12
dient om muren te bepleisteren,13
dient om op het strand kastelen te maken,6
dient om op te slaan,10
dient om te kijken of iets recht is,19
dient om te schaven,5
dient om te smeren,21
dient om te snijden,17
draait rond,13
een variant is de duimspijker,5
er komt olie uit,5
er zitten schroeven in,4
eventueel geautomatiseerd,4
forceert sloten,5
gebruik je om iets los te maken,4
gebruiksvoorwerp,4
gebruikt bij de scouts,4
gebruikt door klusjesman,8
gebruikt door mannen,36
gebruikt in de bouw,55
gebruikt om te graven,10
gebruikt om te hakken,17
gebruikt om te klimmen,11
gebruikt om te verven/schilderen,27
gebruikt op een werf,4
gebruikt voor het zaaien,5
gemaakt uit hout,14
gemaakt uit hout en metaal,12
gemaakt uit metaal,143
gemaakt uit plastic,8
gemaakt uit steen,8
gemaakt uit vezels,5
gemakkelijk om behangpapier te verwijderen,4
geribbeld,6
getrokken door paard of os,10
hangt soms aarde aan,5
hebben de zeven dwergen bij,5
heeft een aan/uit knop,5
heeft een donkere kleur,7
heeft een draad,8
heeft een handvat,75
heeft een houten steel,22
heeft een kop,8
heeft een laadruimte,6
heeft een lemmet,6
heeft een luchtbelletje,9
heeft een metaalkleur,9
heeft een metalen blad,6
heeft een metalen kop,7
heeft een motor,10
heeft een platte kop,4
heeft een scherpe kant,5
heeft een scherpe punt,18
heeft een slang,13
heeft een steel,51
heeft een technische evolutie doorgemaakt,7
heeft een tuit,5
heeft een zak,10
heeft geen geur,10
heeft handvat(en) van hout,43
heeft handvat(en) van plastic,4
heeft haren,32
heeft messen,12
heeft tanden,22
heeft te maken met bomen,4
heeft te maken met hout,10
heeft te maken met muren,6
heeft te maken met nagels,5
heeft te maken met vuur,4
heeft verschillende boren,4
heeft verschillende opzetstukken,5
heeft wielen,34
het is een voorwerp,4
het wordt gebruikt door beeldhouwers,11
is balkvormig,5
is basisgereedschap,8
is blauwgrijs,4
is bolvormig,4
is bruin,23
is driehoekig,7
is dun,4
is duur,12
is duurzaam,14
is een deel van het bestek,17
is een deel van het oor,13
is een handwerktuig,8
is een hefboom,9
is een lange staaf,12
is een machine,4
is een meetinstrument,5
is efficient,7
is gebogen,9
is geel,4
is gemaakt van staal,23
is gereedschap,200
is gevaarlijk,46
is gevaarlijk voor de vingers,7
is gevaarlijk voor kinderen,19
is gevlochten,6
is goedkoop,8
is grijs,47
is groen,8
is groot,23
is handig,35
is handig voor gevangenen,4
is hard,42
is horizontaal,5
is in de vorm van een kruis of plat,13
is instelbaar,9
is klein,41
is koud,14
is lang,21
is lang en smal,6
is langs twee kanten te gebruiken,4
is langwerpig,36
