feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
als tussendoortje,3,-3,3,2,0,0,3,2,0,-3,3,-3,0.5833333333333334,2.466441431158124
bestaat in verschillende kleuren,3,2,1,0,2,0,1,1,1,1,2,-3,0.9166666666666666,1.5050420310248864
bestaat in verschillende soorten,2,3,3,1,3,0,3,2,1,3,3,-3,1.75,1.815338686155987
bevat pitten,1,3,2,2,3,1,2,0,2,-3,2,-3,1.0,2.04494943258218
bevat veel vitaminen,3,3,2,3,3,2,3,2,1,3,3,2,2.5,0.674199862463242
eetbaar,3,3,3,2,3,1,3,2,-2,2,3,3,2.1666666666666665,1.4668044012461754
gezond,3,3,3,3,3,1,3,2,0,3,3,3,2.5,1.0
groeit aan bomen,2,1,1,2,2,1,1,1,1,1,1,1,1.25,0.45226701686664544
groeit aan een plant,2,2,0,1,2,1,1,0,1,2,0,3,1.25,0.9653072991634227
groeit aan een struik,1,1,0,1,2,1,1,1,1,-1,-1,3,0.8333333333333334,1.1146408580454255
groeit in de natuur,1,2,0,1,0,1,3,2,-1,1,1,3,1.1666666666666667,1.1934162828797101
heeft een felle kleur,-1,3,1,-2,-1,1,2,1,-1,-2,2,1,0.3333333333333333,1.6696942198734437
heeft een schil,2,3,2,3,3,0,3,1,3,2,2,-3,1.75,1.764549903980152
heeft veel zon nodig om te groeien,1,1,2,2,3,0,2,1,1,1,2,-3,1.0833333333333333,1.5050420310248864
is duur,1,-1,1,-1,-2,-1,3,0,0,-3,0,-3,-0.5,1.7320508075688772
is een vrucht,2,3,2,2,3,2,3,-2,2,3,2,3,2.0833333333333335,1.378954368902449
is rond,1,3,0,-1,1,-1,0,-1,1,-3,2,-3,-0.08333333333333333,1.8319554050414562
is sappig,3,3,2,2,3,1,3,2,2,2,2,-3,1.8333333333333333,1.6422453217986943
is seizoensafhankelijk,2,3,3,1,3,2,3,1,0,3,2,2,2.0833333333333335,0.9962049198956219
is zacht,1,3,1,-2,1,-1,1,1,0,-3,1,-3,0.0,1.8586407545691703
kan je in de supermarkt kopen,-3,1,-3,-1,0,0,1,2,0,-1,0,-2,-0.5,1.5666989036012806
kan verschillende vormen hebben,-1,0,-3,0,1,0,2,1,0,2,0,0,0.16666666666666666,1.337115846843043
kleurrijk,3,1,0,-1,2,-1,2,2,0,0,2,-3,0.5833333333333334,1.7298624923456323
lekker,3,3,2,2,3,1,3,2,-3,2,2,-3,1.4166666666666667,2.151461800448216
rijpt,3,3,2,3,3,3,3,2,1,2,2,1,2.3333333333333335,0.7784989441615231
ruikt lekker,-1,3,3,-1,3,1,1,1,0,-3,1,-3,0.4166666666666667,2.108783937953269
smaakt fris,2,3,3,2,3,1,2,2,0,1,3,-3,1.5833333333333333,1.729862492345632
wordt gebruikt in een fruitsalade,1,2,3,2,2,1,3,2,1,3,3,-3,1.6666666666666667,1.669694219873444
wordt gekweekt,2,2,0,-1,3,1,2,1,-3,0,1,2,0.8333333333333334,1.6422453217986943
wordt na een tijdje rot,2,3,3,2,3,1,3,2,-2,1,2,1,1.75,1.4222261679238197
wordt veel gebruikt bij desserts,1,1,2,3,1,-1,3,-1,0,1,2,1,1.0833333333333333,1.3113721705515065
zoete smaak,2,3,0,2,3,2,3,1,1,-3,2,-3,1.0833333333333333,2.108783937953269
