feature,freq
Harley Davidson is a brand,4
I never use it,5
Jo with the banjo,13
a kind of thumbtack,5
a synonym is 'schuiftrompet',6
accompagnies (other) music,17
also called crowbar,6
also used as a toy,7
are a sort of shoes,4
are swimming trunks for men,4
are underpants,6
arrives in a port,5
associated with kilt,5
baked in an oven,5
be used to hit nails into the wall,13
belongs to De lijn (public transportation firm in Flanders),11
belongs to a harnas,4
belongs to a horse,4
belongs to knife and fork,4
belongs with sportshoes,9
boils water,29
both hands and feet are used,4
both large and small,6
bought in a shoe store,4
bought in a store,153
bought in an underwear store,10
can be a rainbow,4
can be a status symbol,9
can be a wound : abrasion,5
can be acoustic,6
can be automatized,4
can be bought everywhere,4
can be bought in sports store,4
can be brought to the beach,12
can be carried,40
can be carried backwards,5
can be carried by anyone,18
can be coloured,4
can be connected to a car,12
can be connected to an amplifier,4
can be decorated,12
can be digital,11
can be dishwashed,18
can be electronic,32
can be found around your fingers,6
can be found in a forest,4
can be found in a garage,31
can be found on a camping,12
can be found on a castle,5
can be hanged on the nose,4
can be held,5
can be knit by yourself,9
can be knotted,10
can be luxurious,6
can be made of different materials,37
can be made of different tissues,85
can be manufactured by yourself,17
can be opened,4
can be operated from the age of 16,9
can be operated from the age of 18,4
can be played on,7
can be played upon,6
can be plunked upon,7
can be printed with a design,24
can be seen on television,4
can be something at a door,6
can be thick or thin,7
can be tuned,9
can be turned,6
can be used as a heater,6
can be used as weapon,206
can be used by anyone,8
can be used for stirring,33
can be used on two sides,4
can be used several times,5
can be used to beat egg white,12
can be used to cut nails,4
can be used to hang something from,4
can be used to hang up something,6
can be used to hit somebody,51
can be used to lash,18
can be used to make milkshake with,4
can be used to polish nails,8
can be used to prick with,13
can be used to put something in,4
can be used to sharpen knives,5
can be used to sweep,5
can be used to threaten somebody,4
can be worn as ornament,8
can be worn underneath other clothes,4
can be written on,8
can be written on with chalk,12
can become dirty,9
can break (breken),5
can break (stuk gaan),11
can break stuff open,18
can burn something (in cooking),7
can burn you,13
can crash,15
can cut you,10
can defrost food,5
can drive on rough roads,4
can explode,28
can get rusty,35
can go in dishwasher,9
can go into the washing-machine,9
can grill two sandwiches at once,5
can harm,10
can have a container,6
can have cymbals,9
can have sequins,4
can hold water,26
can hurt,71
can hurt you,22
can injure,28
can mimic different instruments,9
can produce different tones at once,9
can produce steam,4
can save lifes,4
can sink,9
can slide,6
can sound out of tune,12
can stand in queue,5
can work as defence,28
can't be worn in the church,4
causes accidents,28
causes explosion,4
causes traffic jams,4
checkered,6
classical instrument,19
classical music,10
clips together,8
closes with cork,5
comes in different brands and models,6
comes in different lengths,23
comes in different patterns,14
comes in different prints,7
comes in very handy,140
comes in very handy when trying to avoid a traffic jam,4
consists of a shirt,5
consists of a vest,10
consists of different parts,18
consists of pants and sweater,5
consists of two parts,25
constitutes a whole,14
contains a beverage,38
contains bullets,54
contains different curved bars,4
contains liquid,12
contains rice,4
costs a lot of money,4
costs money,5
could be an animal,11
creates a good atmosphere,12
damages delicate surfaces,4
decorated with feathers,4
destroys,13
does not melt in high temperature,4
does not produce sound,8
does not weigh much,15
does up at the back,4
don't have openings between fingers,6
drawn by a tractor,11
driven by 1 person,4
driven by a coachman,6
driven by a troley driver,4
driven by a truck driver,7
driven by an engine driver,6
drivers licence not required,16
drives above the ground,4
drives on a highway,11
drives on a road,13
drives on fields,4
drives on land,4
drives under ground,19
een example is the piccolo,5
emits fire at the bottom,5
emits smoke,5
especially played by older people,5
especially used by boys,7
especially used by women,21
especially used for vegetables,16
especially used with nice weather,10
everybody has it,43
exists in different brands,46
exists in different colors,730
exists in different colors and different forms,4
exists in different forms,166
exists in different kinds,155
exists in different lengths,9
exists in different materials,6
exists in different measurements,32
exists in different sizes (groottes),121
exists in different sizes (maten),290
exists in different thicknesses,9
exists in different tube lengths,15
exists in different types,43
exists in pairs,15
facilitates removal of wallpaper,4
featured in Cinderella,4
featured in Tintin,4
featured in a Luc Steeno song,4
featured in a brass band,42
featured in an orchestra,146
feels rough,18
fires torpedos,4
flies,43
flies high in the sky,10
flies in the sky,21
flies low,4
floats,6
floats on water,11
for fancy occasions,4
for sale in a music shop,5
forces locks,5
found in a tool box,44
gets warm,75
gives a businesslike impression,4
gives a nasty sound,9
gives a recoil,6
gives warmth,16
goes down to great depth,4
goes fast,92
goes slow,31
hangs around the neck/shoulders,15
hangs from a rope,13
has (trousers)legs,35
has 2 or 4 wheels,5
has 2 wheels,70
has 4 wheels,69
has 4x4 drive,9
has Belgian inventor,4
has a 'TAXI' plate on car,8
has a V-neck,4
has a Y-shape,5
has a bag,10
has a bag of air,13
has a barrel,17
has a basket,13
has a bed,5
has a bell,16
has a blade,21
has a brake,23
has a brake in the back,4
has a buckle,16
has a burner,4
has a button,5
has a cabin,4
has a cap (dop),11
has a cap (kap),18
has a clear sound,6
has a clock,7
has a collar,17
has a complex shape,5
has a conductor,11
has a cooker hood,7
has a cross or flat shape,13
has a dark color,23
has a dead corner,8
has a deep sound,4
has a driver,35
has a dull sound,5
has a filter,8
has a flat head,4
has a freezing compartment,10
has a fuse/taper,8
has a griddle,9
has a grillfunction,6
has a grip,173
has a grip made of plastic,4
has a grip made of wood,43
has a handle,116
has a head,8
has a heavy engine,4
has a helm,6
has a hole,5
has a horn,5
has a hose,13
has a keyboard,6
has a khaki colour,5
has a kitchen,7
has a label,5
has a lid (deksel),20
has a lid (klep),28
has a little air bubble,9
has a little door,7
has a little lamp,20
has a loading space,16
has a looking window,7
has a matching bonnet,5
has a metal blade,6
has a metal head,7
has a metallic color,9
has a motor,70
has a mouthpiece,28
has a neck,5
has a negative connotation,5
has a nozzle,5
has a periscope,7
has a pin,18
has a place to sleep,5
has a plain color,5
has a plug,7
has a point,31
has a problem of scale,11
has a propellor,6
has a roof or no roof,5
has a saddle,16
has a sail,9
has a sharp edge,5
has a sharp point,18
has a shrill sound,18
has a skin,28
has a sliding door,7
has a smoking and non-smoking space,4
has a soft sound,10
has a sound bell,9
has a sound box,28
has a spare wheel in the back,9
has a speed restriction,4
has a spike at its base,6
has a steering wheel,52
has a stick,14
has a straw,14
has a striking color,4
has a tachometer,4
has a tail,4
has a temperature switch,10
has a timer,7
has a trailer,7
has a trigger,22
has a turning button,11
has a turtleneck,7
has a warm sound,8
has a wicker basket,5
has a wire (draad),8
has a wire (snoer),4
has a wooden handle,22
has a zipper,38
has an anchor,5
has an elastic rubber,26
has an indicator,11
has an on/off switch,5
has an oven most of the time,7
has at least 4 wheels,15
has automatic doors,6
has bags,53
has baking trays,7
has been existing for a long time,110
has big tires,8
has big wheeles,11
