exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
blikopener,20.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,11.0,8.0,4.0,3.0,6.0,9.0,4.0,8.0,3.0,12.0,5.0,2.0,2.0,7.0,7.0,4.0,3.0,1.0,3.0,4.0,3.0,8.0,6.0,6.0,11.0
bord,3.0,20.0,4.0,3.0,8.0,8.0,4.0,6.0,4.0,3.0,3.0,8.0,5.0,9.0,9.0,3.0,3.0,8.0,2.0,6.0,7.0,8.0,2.0,6.0,1.0,7.0,9.0,8.0,7.0,18.0,11.0,4.0,9.0
broodrooster,5.0,4.0,20.0,5.0,3.0,6.0,3.0,11.0,7.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,9.0,5.0,9.0,2.0,3.0,6.0,4.0,4.0,13.0,3.0,3.0,5.0,3.0,9.0,4.0,3.0
fles,4.0,3.0,5.0,20.0,4.0,14.0,13.0,5.0,2.0,5.0,12.0,3.0,4.0,3.0,4.0,10.0,2.0,4.0,7.0,2.0,10.0,5.0,5.0,4.0,5.0,2.0,3.0,9.0,6.0,8.0,9.0,4.0,5.0
fornuis,3.0,8.0,3.0,4.0,20.0,11.0,4.0,6.0,14.0,3.0,11.0,2.0,2.0,8.0,12.0,2.0,4.0,5.0,9.0,12.0,10.0,7.0,9.0,8.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,6.0,3.0
frigo,3.0,8.0,6.0,14.0,11.0,20.0,7.0,10.0,7.0,1.0,12.0,4.0,3.0,4.0,7.0,8.0,17.0,6.0,7.0,6.0,6.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,8.0,3.0
glas,4.0,4.0,3.0,13.0,4.0,7.0,20.0,9.0,10.0,4.0,16.0,5.0,6.0,2.0,2.0,12.0,3.0,5.0,7.0,5.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,11.0,4.0,4.0,3.0,9.0,13.0
handdoek,3.0,6.0,11.0,5.0,6.0,10.0,9.0,20.0,2.0,8.0,8.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,6.0,9.0,6.0,7.0,2.0,10.0,9.0,8.0,6.0,4.0,17.0,8.0,2.0,5.0,14.0
ketel,11.0,4.0,7.0,2.0,14.0,7.0,10.0,2.0,20.0,3.0,5.0,5.0,2.0,3.0,12.0,3.0,7.0,4.0,7.0,10.0,7.0,4.0,4.0,10.0,4.0,14.0,5.0,6.0,4.0,15.0,3.0,5.0,3.0
klopper,8.0,3.0,2.0,5.0,3.0,1.0,4.0,8.0,3.0,20.0,3.0,7.0,7.0,3.0,2.0,11.0,11.0,12.0,5.0,12.0,3.0,5.0,7.0,4.0,8.0,13.0,3.0,6.0,2.0,5.0,2.0,2.0,2.0
koffiezet,4.0,3.0,5.0,12.0,11.0,12.0,16.0,8.0,5.0,3.0,20.0,8.0,8.0,7.0,5.0,10.0,6.0,5.0,15.0,9.0,8.0,7.0,3.0,12.0,2.0,1.0,8.0,8.0,11.0,3.0,3.0,2.0,5.0
kom,3.0,8.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,7.0,8.0,20.0,4.0,4.0,7.0,5.0,10.0,8.0,3.0,9.0,2.0,8.0,6.0,4.0,4.0,9.0,7.0,4.0,4.0,10.0,4.0,6.0,3.0
lepel,6.0,5.0,4.0,4.0,2.0,3.0,6.0,3.0,2.0,7.0,8.0,4.0,20.0,2.0,4.0,15.0,13.0,7.0,5.0,3.0,6.0,8.0,4.0,9.0,13.0,11.0,15.0,6.0,5.0,7.0,3.0,6.0,5.0
mes,9.0,9.0,4.0,3.0,8.0,4.0,2.0,2.0,3.0,3.0,7.0,4.0,2.0,20.0,14.0,4.0,4.0,8.0,5.0,3.0,2.0,8.0,7.0,4.0,5.0,3.0,8.0,2.0,3.0,3.0,3.0,5.0,6.0
microgolf,4.0,9.0,5.0,4.0,12.0,7.0,2.0,4.0,12.0,2.0,5.0,7.0,4.0,14.0,20.0,3.0,3.0,8.0,12.0,9.0,8.0,4.0,5.0,3.0,4.0,8.0,5.0,12.0,5.0,7.0,7.0,3.0,4.0
mixer,8.0,3.0,3.0,10.0,2.0,8.0,12.0,2.0,3.0,11.0,10.0,5.0,15.0,4.0,3.0,20.0,14.0,2.0,3.0,5.0,7.0,7.0,9.0,10.0,17.0,4.0,6.0,7.0,2.0,2.0,4.0,3.0,3.0
notenkraker,3.0,3.0,3.0,2.0,4.0,17.0,3.0,3.0,7.0,11.0,6.0,10.0,13.0,4.0,3.0,14.0,20.0,3.0,9.0,3.0,3.0,6.0,9.0,2.0,6.0,12.0,3.0,6.0,5.0,9.0,12.0,5.0,5.0
onderlegger,12.0,8.0,9.0,4.0,5.0,6.0,5.0,5.0,4.0,12.0,5.0,8.0,7.0,8.0,8.0,2.0,3.0,20.0,1.0,12.0,9.0,6.0,4.0,7.0,10.0,12.0,8.0,9.0,3.0,10.0,12.0,3.0,1.0
oven,5.0,2.0,5.0,7.0,9.0,7.0,7.0,6.0,7.0,5.0,15.0,3.0,5.0,5.0,12.0,3.0,9.0,1.0,20.0,5.0,9.0,2.0,5.0,7.0,2.0,1.0,7.0,3.0,4.0,6.0,8.0,8.0,4.0
pan,2.0,6.0,9.0,2.0,12.0,6.0,5.0,9.0,10.0,12.0,9.0,9.0,3.0,3.0,9.0,5.0,3.0,12.0,5.0,20.0,15.0,13.0,2.0,6.0,5.0,2.0,3.0,9.0,6.0,4.0,5.0,12.0,4.0
pot,2.0,7.0,2.0,10.0,10.0,6.0,4.0,6.0,7.0,3.0,8.0,2.0,6.0,2.0,8.0,7.0,3.0,9.0,9.0,15.0,20.0,4.0,4.0,3.0,6.0,9.0,9.0,6.0,3.0,6.0,4.0,9.0,11.0
rasp,7.0,8.0,3.0,5.0,7.0,1.0,4.0,7.0,4.0,5.0,7.0,8.0,8.0,8.0,4.0,7.0,6.0,6.0,2.0,13.0,4.0,20.0,9.0,2.0,6.0,3.0,2.0,6.0,4.0,3.0,3.0,3.0,8.0
schaar,7.0,2.0,6.0,5.0,9.0,3.0,1.0,2.0,4.0,7.0,3.0,6.0,4.0,7.0,5.0,9.0,9.0,4.0,5.0,2.0,4.0,9.0,20.0,8.0,7.0,15.0,8.0,6.0,7.0,16.0,3.0,11.0,3.0
schort,4.0,6.0,4.0,4.0,8.0,3.0,5.0,10.0,10.0,4.0,12.0,4.0,9.0,4.0,3.0,10.0,2.0,7.0,7.0,6.0,3.0,2.0,8.0,20.0,7.0,2.0,16.0,3.0,3.0,3.0,7.0,3.0,4.0
spatel,3.0,1.0,4.0,5.0,2.0,3.0,2.0,9.0,4.0,8.0,2.0,4.0,13.0,5.0,4.0,17.0,6.0,10.0,2.0,5.0,6.0,6.0,7.0,7.0,20.0,1.0,9.0,8.0,6.0,3.0,3.0,6.0,4.0
tas,1.0,7.0,13.0,2.0,1.0,1.0,3.0,8.0,14.0,13.0,1.0,9.0,11.0,3.0,8.0,4.0,12.0,12.0,1.0,2.0,9.0,3.0,15.0,2.0,1.0,20.0,8.0,1.0,5.0,7.0,7.0,9.0,3.0
theelepel,3.0,9.0,3.0,3.0,3.0,4.0,4.0,6.0,5.0,3.0,8.0,7.0,15.0,8.0,5.0,6.0,3.0,8.0,7.0,3.0,9.0,2.0,8.0,16.0,9.0,8.0,20.0,3.0,9.0,10.0,14.0,5.0,5.0
vergiet,4.0,8.0,3.0,9.0,2.0,4.0,11.0,4.0,6.0,6.0,8.0,4.0,6.0,2.0,12.0,7.0,6.0,9.0,3.0,9.0,6.0,6.0,6.0,3.0,8.0,1.0,3.0,20.0,5.0,14.0,3.0,5.0,2.0
vork,3.0,7.0,5.0,6.0,2.0,3.0,4.0,17.0,4.0,2.0,11.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,6.0,3.0,4.0,7.0,3.0,6.0,5.0,9.0,5.0,20.0,5.0,2.0,8.0,3.0
