exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
mes,1.0,3.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,1.0,1.0,18.0,20.0,1.0,6.0,3.0,1.0,1.0,8.0,3.0,12.0,17.0,1.0,6.0,5.0,18.0,1.0,19.0,2.0,9.0,2.0,1.0
microgolf,2.0,2.0,7.0,2.0,9.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,18.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
mixer,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,20.0,2.0,1.0,10.0,6.0,1.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,9.0,1.0,1.0,1.0,1.0
notenkraker,6.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0
onderlegger,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
oven,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,19.0,1.0,1.0,18.0,1.0,1.0,1.0,20.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,7.0,3.0
pan,1.0,4.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,1.0,8.0,9.0,2.0,1.0,1.0,11.0,20.0,20.0,2.0,1.0,1.0,2.0,6.0,1.0,13.0,1.0,6.0,6.0,20.0,6.0
pot,1.0,12.0,1.0,5.0,1.0,1.0,8.0,3.0,15.0,1.0,6.0,16.0,1.0,3.0,3.0,1.0,1.0,1.0,10.0,20.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,16.0,1.0,16.0,1.0,20.0,17.0
rasp,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,20.0,12.0,1.0,16.0,11.0,3.0,4.0,12.0,1.0,2.0,1.0,1.0
schaar,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,17.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,12.0,20.0,3.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0
schort,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0
spatel,12.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,3.0,1.0,3.0,6.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,16.0,5.0,1.0,20.0,6.0,14.0,1.0,1.0,1.0,1.0,1.0,15.0
tas,1.0,13.0,1.0,9.0,1.0,10.0,16.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,11.0,1.0,1.0,6.0,20.0,1.0,1.0,3.0,8.0,1.0,5.0,1.0
theelepel,2.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,7.0,1.0,2.0,20.0,18.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,14.0,1.0,20.0,1.0,18.0,1.0,1.0,1.0,1.0
vergiet,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,18.0,1.0,2.0,16.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,16.0,4.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,2.0,1.0,9.0,14.0
vork,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,1.0,18.0,19.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,12.0,10.0,5.0,1.0,3.0,18.0,2.0,20.0,5.0,1.0,1.0,4.0
waterkoker,1.0,3.0,3.0,1.0,11.0,1.0,5.0,1.0,6.0,1.0,18.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,9.0,6.0,16.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,5.0,20.0,1.0,9.0,1.0
weegschaal,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0
wok,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,12.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,20.0,20.0,1.0,1.0,1.0,1.0,5.0,1.0,9.0,1.0,9.0,1.0,20.0,3.0
zeef,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,12.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,17.0,1.0,2.0,1.0,15.0,1.0,1.0,14.0,4.0,1.0,1.0,3.0,20.0
