feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
Jo met de banjo,-3,1,-3,-3,-3,-3,-3,1,0,-3,1,1,-1.4166666666666667,1.9752253419585197
Luc Steeno heeft er een liedje over gemaakt,-3,-3,-3,-3,-2,-3,-3,-1,0,-3,-3,1,-2.1666666666666665,1.403458930534474
Toots Tielemans,2,1,-2,-3,0,-2,1,2,1,1,1,1,0.25,1.6583123951777
andere naam: schuiftrompet,-2,3,0,-3,3,-2,0,1,0,-3,0,1,-0.16666666666666666,2.0375267241229382
begeleidt (andere) muziek,2,1,2,1,1,3,2,0,1,2,1,1,1.4166666666666667,0.7929614610987591
bespeeld door een drummer,1,3,0,-2,2,0,-2,1,1,-3,-2,1,0.0,1.8586407545691703
bespeeld door een organist,0,2,0,-3,2,-2,0,0,0,-2,0,1,-0.16666666666666666,1.5275252316519468
bespeeld met plectrum,2,2,0,-3,2,1,-1,1,0,-3,0,2,0.25,1.815338686155987
bespeeld tijdens concerten,3,2,3,1,2,3,1,3,1,0,3,1,1.9166666666666667,1.0836246694508316
bespeelt men staande,-2,1,-1,-1,2,-2,0,2,1,0,-2,1,-0.08333333333333333,1.5050420310248864
bestaat al lang,3,-3,3,0,-2,-2,0,0,1,0,3,0,0.25,2.0056737702645644
bestaat in verschillende formaten,1,-1,2,3,-1,-2,-2,2,1,3,3,2,0.9166666666666666,1.9286515936521478
bestaat in verschillende groottes,1,-3,1,3,0,-1,2,2,1,3,3,-2,0.8333333333333334,1.9924098397912438
bestaat in verschillende kleuren,0,-3,2,3,-2,-2,2,1,0,3,1,-2,0.25,2.0943647333651407
bestaat in verschillende soorten,1,-3,3,3,0,2,2,2,0,3,2,2,1.4166666666666667,1.729862492345632
bestaat per twee,-1,-3,-3,-3,-1,-3,1,-1,0,-1,-3,0,-1.5,1.4459976109624424
bestaat uit verschillende delen,1,-3,2,-1,-1,-1,1,1,0,-1,2,1,0.08333333333333333,1.5050420310248864
blinkt,1,-3,2,-2,-1,-2,-2,2,0,-3,-2,0,-0.8333333333333334,1.80067327475704
brengt sfeer,3,0,3,1,-1,1,3,3,2,3,3,1,1.8333333333333333,1.403458930534474
dient om op te slaan,1,-2,0,-1,1,-2,0,2,-1,-2,0,1,-0.25,1.3568010505999362
dient ook als kinderspeelgoed,1,-2,1,-1,-1,-2,1,2,2,0,2,1,0.3333333333333333,1.497472618255253
een voorbeeld is een dwarsfluit,2,3,0,-2,3,2,0,2,0,3,2,1,1.3333333333333333,1.5569978883230458
er is een vel over gespannen,1,-2,-1,-2,1,-2,0,0,0,-3,1,1,-0.5,1.4459976109624424
er worden akkoorden op gespeeld,3,3,2,0,2,2,2,2,2,-1,2,2,1.75,1.1381803659589922
er worden muzieknoten gespeeld,3,3,3,3,2,3,3,2,2,2,2,3,2.5833333333333335,0.5149286505444373
er worden ritmes op gespeeld,2,2,3,1,1,2,3,1,2,2,3,0,1.8333333333333333,0.9374368665610922
er zijn verschillende lengtes van de buisjes,-2,-3,0,-3,0,-1,1,0,0,-3,0,-1,-1.0,1.4142135623730951
geassocieerd met kilt,1,-3,-3,-3,1,-3,-1,1,0,-3,-2,1,-1.1666666666666667,1.8504708655481243
gebruikt bij volksdans,1,1,2,0,1,1,-1,1,1,0,1,-1,0.5833333333333334,0.90033663737852
gebruikt bij volksmuziek,1,-3,3,0,2,3,0,2,0,-3,1,1,0.5833333333333334,1.97522534195852
