feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
beschermt je lichaam,3,3,2,2,3,3,3,2,2,2,1,-3,1.9166666666666667,1.6764862244009227
beschermt je tegen de kou,3,3,2,2,3,3,2,3,1,3,3,3,2.5833333333333335,0.6685579234215214
beschermt tegen de regen,1,3,2,2,2,3,2,2,1,3,2,3,2.1666666666666665,0.7177405625652734
beschermt tegen de zon,1,3,2,2,1,3,2,2,1,3,2,3,2.0833333333333335,0.7929614610987591
bestaat al lang,-3,-2,0,1,2,0,-3,0,-1,3,-3,3,-0.25,2.220769727328383
bestaat in verschillende kleuren,-1,-3,2,0,0,0,0,1,0,1,1,1,0.16666666666666666,1.2673044646258473
bestaat in verschillende maten,1,2,3,0,3,0,3,2,2,1,1,1,1.5833333333333333,1.0836246694508318
dient een esthetisch doel,2,3,2,0,1,1,2,1,2,1,1,2,1.5,0.7977240352174656
dient om je te bedekken,2,3,2,2,3,3,2,2,-1,3,2,3,2.1666666666666665,1.1146408580454255
drukt je persoonlijkheid uit,1,1,1,0,1,2,1,1,1,2,0,0,0.9166666666666666,0.6685579234215215
geeft warmte,1,1,1,1,2,0,1,0,2,1,3,1,1.1666666666666667,0.8348471099367218
is bedoeld om aan te doen,3,2,2,2,3,3,3,3,3,2,2,3,2.5833333333333335,0.5149286505444373
is confectie,0,3,1,2,-2,1,1,1,1,2,1,0,0.9166666666666666,1.2401124093721456
is duur,-3,-3,-1,-3,0,0,-2,-2,1,0,-1,-3,-1.4166666666666667,1.4433756729740645
is er in verschillende stijlen,-1,0,1,1,2,2,1,1,1,-1,1,2,0.8333333333333334,1.0298573010888745
is er in verschillende stoffen,-1,1,2,1,2,2,1,1,1,0,1,2,1.0833333333333333,0.90033663737852
is fleurig,-3,0,-3,-2,0,0,1,-2,0,-3,0,-2,-1.1666666666666667,1.4668044012461754
is maatwerk,-2,2,-2,-1,1,0,1,-2,1,-2,0,-1,-0.4166666666666667,1.443375672974064
is modegebonden,2,3,2,0,2,2,1,2,3,1,2,2,1.8333333333333333,0.8348471099367218
is mooi,-3,-3,1,-3,1,0,-2,1,2,1,1,-3,-0.5833333333333334,2.0207259421636903
is onmisbaar,1,1,-3,0,-1,1,1,3,2,-1,0,2,0.5,1.6236882817719773
is plooibaar,-3,2,-3,-1,0,1,1,0,0,-3,1,0,-0.4166666666666667,1.7298624923456323
is seizoensgebonden,1,2,-1,1,3,1,3,1,2,2,0,1,1.3333333333333333,1.1547005383792515
is van stof,-2,3,1,-3,3,0,3,2,3,0,3,2,1.25,2.0943647333651407
is van textiel,2,3,2,-3,2,0,3,2,3,0,3,2,1.5833333333333333,1.7816403745544227
is van wol,-2,2,1,-3,-1,1,2,-1,1,0,-2,1,-0.08333333333333333,1.6764862244009227
is verschillend voor mannen en vrouwen,1,2,0,1,2,1,3,2,2,3,2,1,1.6666666666666667,0.8876253645985945
kan scheuren,-2,1,-3,-1,-3,1,1,0,1,-2,1,1,-0.4166666666666667,1.6764862244009227
kan statussymbool zijn,0,-2,0,1,1,0,-2,0,2,1,1,1,0.25,1.2154310870109943
kan verslijten,-3,1,-3,-1,-3,2,1,0,1,-1,1,-2,-0.5833333333333334,1.8319554050414562
koop je in de winkel,-3,-3,0,1,2,0,1,1,1,1,2,1,0.3333333333333333,1.6696942198734435
moet je wassen,2,2,2,1,1,0,2,2,2,1,2,1,1.5,0.674199862463242
verschilt van cultuur tot cultuur,1,2,-3,-1,0,1,2,2,3,0,2,0,0.75,1.6583123951777
vind je in de kleerkast,3,3,2,1,1,3,3,1,3,2,0,2,2.0,1.044465935734187
wordt door iedereen gedragen,2,2,2,2,0,3,3,2,3,3,0,1,1.9166666666666667,1.0836246694508318
wordt genaaid,2,2,1,1,-1,2,2,1,2,-1,0,2,1.0833333333333333,1.164500152881315
wordt snel vuil,-3,0,-3,-1,-3,1,0,1,1,-2,0,-2,-0.9166666666666666,1.621353717973928
wordt verkocht in kledingswinkels,2,3,2,0,3,3,3,1,3,1,3,3,2.25,1.0552897060221726
