exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
pan,15.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,20.0,20.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,1.0,1.0
percolator,1.0,1.0,1.0,1.0,20.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,15.0,10.0,20.0,1.0,10.0,1.0,20.0,1.0,1.0,15.0,1.0,1.0,15.0,1.0,20.0,15.0,15.0,1.0,1.0,1.0,1.0
place mat,1.0,1.0,1.0,1.0,10.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,15.0,1.0,1.0,1.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0
plate,1.0,15.0,1.0,1.0,4.0,1.0,20.0,1.0,20.0,1.0,10.0,1.0,10.0,1.0,20.0,1.0,1.0,1.0,1.0,20.0,20.0,15.0,11.0,1.0,1.0,1.0,20.0,1.0,20.0,10.0,10.0,1.0,1.0
pot,1.0,15.0,1.0,1.0,15.0,1.0,1.0,10.0,1.0,1.0,15.0,20.0,1.0,15.0,1.0,1.0,15.0,20.0,15.0,1.0,15.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0
scales,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,11.0,1.0,20.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0
scissors,10.0,1.0,1.0,10.0,1.0,1.0,15.0,10.0,1.0,1.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0
sieve,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0
spatula,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0
spoon,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,20.0,1.0,1.0,1.0,1.0,15.0,20.0,1.0,20.0,1.0,1.0,10.0,1.0
stove,20.0,1.0,1.0,1.0,2.0,1.0,1.0,20.0,1.0,1.0,1.0,18.0,20.0,1.0,1.0,1.0,20.0,20.0,15.0,1.0,1.0,1.0,15.0,10.0,1.0,1.0,1.0,20.0,1.0,15.0,15.0,1.0,1.0
teaspoon,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,20.0,1.0,20.0,1.0,1.0,1.0,1.0
toaster,1.0,1.0,1.0,1.0,1.0,1.0,15.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,20.0,1.0,1.0,1.0
towel,20.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,15.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,20.0,1.0,1.0
whisk,10.0,1.0,20.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,10.0,15.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,20.0,1.0
wok,20.0,1.0,20.0,10.0,1.0,15.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0
